Full Name,Value(in Euro),Overall,Reactions,Dribbling Total,Passing Total,Positions Played,Best Position,Nationality,Club Name,Position check
Samson Iyede,13.422467969854667,61,57,61,46,ST,ST,Nigeria,AC Horsens,1
Lewis Ward,12.691580461311874,61,56,62,61,GK,GK,England,Sutton United,1
Josh Umerah,12.959844447906553,61,58,60,45,ST,ST,England,Hartlepool United,1
Tochi Chukwuani,13.560618308335483,61,58,65,58,CM,CAM,Denmark,Lyngby BK,0
Nnamdi Collins,13.815510557964274,61,51,48,40,CB,CB,Germany,Borussia Dortmund,1
Tyrese Shade,13.493926933836812,61,56,63,52,"LW,LWB",RM,Saint Kitts and Nevis,Swindon Town,0
Tomi Adeloye,12.89921982609012,61,58,61,46,"ST,RM",ST,England,Swindon Town,0
Adam Chrzanowski,13.422467969854667,61,56,48,39,"CB,LB",CB,Poland,Wisła Płock,0
Steven Pabón,13.527828485512494,61,55,57,47,"CB,RB",CB,Venezuela,Metropolitanos de Caracas FC,0
Dominik Prpić,13.560618308335483,61,56,45,36,CB,CB,Croatia,Hajduk Split,1
Martin Šulek,13.071070083016778,61,56,42,34,CB,CB,Slovakia,Wisła Płock,1
Gianlucca Fatecha,13.17115354157376,61,60,58,59,"CM,CAM",CAM,Paraguay,Club Sol de América,0
Gideon Mensah,13.345506928718539,61,55,53,46,"RWB,RB",CB,Ghana,Varbergs BoIS FC,0
Ange Chibozo,13.652991628466498,61,64,66,55,"CF,ST",CAM,Benin,Amiens SC,0
Barry Lauwers,12.89921982609012,61,38,62,62,GK,GK,Netherlands,FC Volendam,1
Emeka Oduah,13.592367006650065,61,56,62,50,"LW,ST",ST,Germany,VfL Osnabrück,0
Aventis Aventisian,13.527828485512494,61,59,55,41,LB,LB,Greece,Go Ahead Eagles,1
Shadrach Ogie,13.422467969854667,61,55,51,47,CB,CB,Republic of Ireland,Leyton Orient,1
Casper Terho,13.560618308335483,61,55,62,56,"RW,LW,RM",LM,Finland,HJK Helsinki,0
George Micle,13.345506928718539,61,61,61,59,GK,GK,Romania,Campionii FC Arges,1
Min Jun Kim,13.592367006650065,61,44,61,57,"RM,RW",LM,Korea Republic,Ulsan Hyundai FC,0
Nathan Ngoy,13.527828485512494,61,58,47,43,"RB,CB",CB,Belgium,Standard de Liège,0
Xiuwei Zhang,12.959844447906553,61,62,62,57,"CM,CDM",CM,China PR,Guangzhou FC,0
Julio Augusto Dabo,13.623138665316818,61,61,56,46,LB,LB,Guinea Bissau,Boavista FC,1
Ben Scholte,13.493926933836812,61,58,64,60,"CAM,CM",CAM,Netherlands,FC Emmen,0
Gonzalo Sánchez,13.527828485512494,61,45,61,45,ST,ST,Peru,FC Emmen,1
Donald Love,12.691580461311874,61,56,60,54,"RB,LB",RB,Scotland,Morecambe,0
Kostyantyn Vivcharenko,13.527828485512494,61,61,59,56,LB,CDM,Ukraine,Dynamo Kyiv,0
Philip Rejnhold,12.89921982609012,61,56,51,48,"RB,CB",CB,Denmark,Helsingborgs IF,0
Enzo Tchato,13.527828485512494,61,51,57,48,RB,RB,Cameroon,Montpellier Hérault SC,1
Caspar Jander,13.458835614025542,61,64,65,59,CM,RM,Germany,MSV Duisburg,0
Amay Caprice,13.493926933836812,61,64,53,44,RB,RB,France,Olympique de Marseille,1
Anton Skipper,13.458835614025542,61,51,46,45,CB,CB,Denmark,Sarpsborg 08 FF,1
Reece Hutchinson,13.345506928718539,61,56,59,52,LWB,LWB,England,Cheltenham Town,1
Aylan Benyahia-Tani,13.623138665316818,61,63,64,48,ST,ST,France,Olympique de Marseille,1
Emiliano Vidart,13.422467969854667,61,53,57,63,"CDM,CM",CM,Uruguay,Montevideo Wanderers,0
Mateusz Skrzypczak,13.458835614025542,61,51,41,46,"CB,CDM",CB,Poland,Jagiellonia Białystok,0
Leonardo Claros,13.217673557208654,61,59,60,56,GK,GK,Bolivia,Club Always Ready,1
Aidy White,12.524526376648708,61,58,60,56,"LWB,LB",LWB,Republic of Ireland,Rochdale,0
César Valero Álvarez,13.458835614025542,61,57,59,60,CDM,CDM,Spain,UD Ibiza,1
Leandro Fernandes da Cunha,13.422467969854667,61,58,67,60,CM,CAM,Netherlands,FK Jerv,0
Ali Youssef,13.493926933836812,61,50,64,56,"CAM,ST",CAM,Sweden,BK Häcken,0
Ibrahim Mahnashi,13.560618308335483,61,58,60,55,"CDM,CM,LB",CDM,Saudi Arabia,Ettifaq FC,0
Charlie Owens,13.17115354157376,61,60,64,61,"CM,CAM",CM,Northern Ireland,Colchester United,0
Dominik Piła,13.592367006650065,61,44,63,55,LM,CAM,Poland,Lechia Gdańsk,0
Lautaro Amadé,13.38472764187182,61,59,65,62,GK,GK,Argentina,Defensa y Justicia,1
Cristian Dumitru,13.592367006650065,61,58,65,53,"LW,RW",RM,Romania,CS Mioveni,0
Roberto Carlos Ramírez,13.345506928718539,61,58,57,57,CDM,CB,Paraguay,Club Cerro Porteño,0
Anton Kade,13.527828485512494,61,49,64,54,"LM,ST",RM,Germany,FC Basel 1893,0
Jack Duncan,12.429216196844383,61,57,60,60,GK,GK,Australia,Newcastle Jets,1
Luis Franco,12.959844447906553,61,60,61,58,GK,GK,Paraguay,Club Sol de América,1
Logan Chalmers,13.493926933836812,61,56,63,56,"RW,LW",LM,Scotland,Dundee United,0
Ștefan Blănaru,12.254862809699606,61,54,59,56,"ST,RW,LW",ST,Romania,CS Mioveni,0
Zachary Elbouzedi,13.17115354157376,61,53,63,56,RM,RM,Republic of Ireland,AIK,1
Donovan Wilson,12.959844447906553,61,57,61,47,ST,ST,England,Sutton United,1
Marco Camus Muñoz,13.592367006650065,61,48,62,58,LM,LM,Spain,Racing Santander,1
Elliot Bonds,13.458835614025542,61,55,58,57,CDM,CDM,Guyana,Cheltenham Town,1
Tom White,12.959844447906553,61,60,62,58,"CM,CDM",CM,England,Barrow,0
Moritz Heinrich,13.017002861746503,61,58,64,53,"LM,RM,LW",RM,Germany,SpVgg Bayreuth,0
Brennan Dickenson,12.691580461311874,61,57,62,57,"LM,CM,LW",LM,England,Carlisle United,0
Augusto Alcorcel,13.38472764187182,61,50,60,62,GK,GK,Argentina,Platense,1
Francisco Perruzzi,13.458835614025542,61,58,54,52,CDM,CDM,Argentina,San Lorenzo de Almagro,1
Piotr Samiec-Talar,13.592367006650065,61,55,61,53,"RM,ST",ST,Poland,Śląsk Wrocław,0
Gustaf Lagerbielke,13.458835614025542,61,54,56,46,CB,CB,Sweden,Degerfors IF,1
Carlos Beitia Cardos,13.493926933836812,61,61,63,57,"CM,RM,LM",CM,Spain,RC Celta de Vigo,0
Sebastián Jaime,11.84939770159144,61,53,58,56,"ST,RW,LW",ST,Argentina,Unión Española,0
Jesper Isaksen,13.422467969854667,61,59,60,60,"CM,CDM",CM,Norway,Kristiansund BK,0
Julien Fabri,12.524526376648708,61,63,60,58,GK,GK,France,SC Bastia,1
José David Álvarez Adsuar,13.345506928718539,61,59,54,36,RB,CB,Spain,Deportivo Alavés,0
Yeferson Paz,13.527828485512494,61,51,59,54,"RWB,RM",RWB,Colombia,Perugia,0
Alassane Sidibe,13.560618308335483,61,58,61,60,CM,CM,Côte d'Ivoire,Cosenza,1
Melvin Ramusović,13.345506928718539,61,56,59,57,CDM,CDM,Bosnia and Herzegovina,1. FC Heidenheim 1846,1
Offrande Zanzala,12.959844447906553,61,57,58,46,ST,ST,Congo,Newport County,1
Jia Du,12.301382825334498,61,67,63,52,GK,GK,China PR,Shanghai Port FC,1
Luke Gambin,12.691580461311874,61,57,65,57,"RM,CM,LM",RM,Malta,Sutton United,0
Lennert Hallaert,13.560618308335483,61,59,57,51,"ST,LW,RW",ST,Belgium,SV Zulte Waregem,0
Rodrigo Morínigo,13.217673557208654,61,56,64,60,GK,GK,Paraguay,Club Libertad,1
Paul Osew,13.345506928718539,61,55,62,52,"LWB,LB,RB",LWB,England,AFC Wimbledon,0
Yang Liu,12.301382825334498,61,53,53,50,CB,CB,China PR,Shijiazhuang Ever Bright F.C.,1
Brayann Pereira,13.623138665316818,61,58,64,53,RB,RB,France,AJ Auxerre,1
Mansour Al Shammari,13.458835614025542,61,56,57,50,LB,LB,Saudi Arabia,Al Nassr,1
Alessandro Fiordaliso,13.458835614025542,61,55,60,44,RB,RB,Italy,SPAL,1
Laurențiu Brănescu,12.611537753638338,61,63,63,56,GK,GK,Romania,Universitatea Cluj,1
Harry Lennon,12.691580461311874,61,56,49,42,CB,CB,England,Wrexham AFC,1
Will Randall,12.89921982609012,61,54,62,54,LM,LM,England,Sutton United,1
Dylan Perera Plasencia,13.560618308335483,61,49,68,60,"CAM,CM",CAM,Spain,CD Tenerife,0
Idris El Mizouni,13.458835614025542,61,60,62,58,"CDM,CAM,LM",CAM,Tunisia,Leyton Orient,0
In Soo Yu,12.691580461311874,61,60,63,57,"LB,LM",RM,Korea Republic,Seongnam FC,0
Dennis Corozo,11.002099841204238,61,50,61,64,GK,GK,Ecuador,Delfín Sporting Club,1
José Gómez,13.458835614025542,61,54,57,40,RB,CB,Argentina,Club Atlético Central Córdoba,0
Hassan Al Jubairi,12.524526376648708,61,57,50,49,"CB,RB",CB,Saudi Arabia,Al Tai,0
Xu Yang,11.982929094215963,61,60,57,53,ST,ST,China PR,Shanghai Shenhua FC,1
Antonio Candela,13.458835614025542,61,60,57,52,RB,RB,Italy,Venezia FC,1
Ben Old,13.262125319779487,60,51,67,57,CAM,LM,New Zealand,Wellington Phoenix,0
Ryan Spaulding,13.071070083016778,60,61,57,51,LB,LWB,United States,New England Revolution,0
Anyelberth Vera,13.122363377404328,60,55,61,54,"ST,CAM",ST,Venezuela,Estudiantes de Mérida,0
Nicolás Gudiño Castilla,13.071070083016778,60,60,45,43,CB,CB,Spain,CD Mirandés,1
Lucas Cano,12.524526376648708,60,51,60,44,ST,ST,Argentina,Arsenal de Sarandí,1
Khaled Al Samiri,12.765688433465597,60,56,65,60,"CM,CDM",CAM,Saudi Arabia,Al Khaleej,0
Michele Cerofolini,13.071070083016778,60,46,60,60,GK,GK,Italy,Fiorentina,1
Emir Tintiş,13.304684934198283,60,51,60,55,"LB,CB",LB,Turkey,Fatih Karagümrük S.K.,0
Víctor Blanco Sánchez,13.262125319779487,60,56,62,58,CM,CAM,Spain,Real Oviedo,0
Chinedu Ekene,13.217673557208654,60,55,58,47,ST,ST,Germany,MSV Duisburg,1
Filip Bundgaard,13.345506928718539,60,56,64,55,"RM,ST",CAM,Denmark,Randers FC,0
Innes Cameron,13.217673557208654,60,54,57,54,ST,ST,Scotland,Kilmarnock,1
Mincheng Yuan,12.524526376648708,60,51,31,36,CB,CB,China PR,Shenzhen FC,1
Nathan Delfouneso,12.254862809699606,60,60,62,58,"ST,CAM",ST,England,Accrington Stanley,0
Abduhamit Abdugheni,12.765688433465597,60,55,59,49,"RB,RWB",RB,China PR,Chengdu Rongcheng F.C.,0
Ian Bermingham,11.77528972943772,60,57,56,55,"LB,CB",LB,Republic of Ireland,St. Patrick's Athletic,0
Tino Danesi,13.217673557208654,60,49,60,57,"LM,LB",CAM,Venezuela,Metropolitanos de Caracas FC,0
Mateusz Łęgowski,13.345506928718539,60,63,59,59,"CM,CDM",CAM,Poland,Pogoń Szczecin,0
Óscar Menéndez Carracedo,13.304684934198283,60,56,61,52,"LB,LM",LWB,Spain,Real Oviedo,0
Jack Rose,12.254862809699606,60,55,60,59,GK,GK,England,Sutton United,1
Ismet Lushaku,13.217673557208654,60,57,62,58,"CM,CDM",CAM,Kosovo,Varbergs BoIS FC,0
David Vraciu,13.304684934198283,60,54,59,60,"CAM,CM",CAM,Romania,Unión Deportiva Almería,0
Harmanjot Khabra,11.77528972943772,60,55,54,54,"RB,CDM,CB",RB,India,Kerala Blasters FC,0
Yusuf Abdulazeez,13.304684934198283,60,52,58,45,ST,ST,Nigeria,Mjällby AIF,1
Ernest Boahene,13.17115354157376,60,55,60,52,RB,RWB,Ghana,Strømsgodset IF,0
Tunde Owolabi,12.524526376648708,60,57,60,42,ST,ST,Belgium,St. Patrick's Athletic,1
Kacper Tabiś,13.17115354157376,60,47,56,46,"RWB,RM",RWB,Poland,Jagiellonia Białystok,0
Tyrese Sinclair,13.217673557208654,60,53,60,53,"LW,ST",RM,England,Rochdale,0
Dominik Stumberger,12.765688433465597,60,55,46,45,"CB,LB",CB,Croatia,WSG Tirol,0
Aarón Rodrigues,13.071070083016778,60,61,58,60,"CM,CAM",CM,Venezuela,Metropolitanos de Caracas FC,0
Connor Brown,12.254862809699606,60,54,59,50,"RB,RWB,CB",RB,England,Barrow,0
Charles M'Mombwa,12.691580461311874,60,60,64,56,"CM,CDM",RM,Australia,Macarthur FC,0
Christos Kourfalidis,13.17115354157376,60,60,58,58,CM,CM,Greece,Cagliari,1
Álvaro Mantilla Pérez,13.17115354157376,60,56,50,44,"RB,CB",CB,Spain,Racing Santander,0
Guy Dahan,13.217673557208654,60,59,58,42,ST,ST,Israel,SC Rheindorf Altach,1
Nikola Djorić,13.17115354157376,60,58,38,39,CB,CB,Serbia,SK Austria Klagenfurt,1
Matthew Bondswell,13.262125319779487,60,53,55,51,LB,LB,England,Newcastle United,1
Lewis Hall,13.422467969854667,60,58,63,62,"CM,LWB,LB",CAM,England,Chelsea,0
Leandro Antonetti,13.17115354157376,60,59,60,47,"ST,LW",ST,Puerto Rico,CD Lugo,0
Blerim Krasniqi,12.691580461311874,60,54,61,41,"ST,LW",ST,Albania,CS Mioveni,0
Blake Bodily,12.691580461311874,60,43,62,58,"RM,LM,ST",LM,United States,Portland Timbers,0
Zain Westbrooke,12.524526376648708,60,59,61,62,"CM,RW",CAM,England,Bristol Rovers,0
Lawrence Ennali,13.304684934198283,60,45,64,51,"LM,RM",RW,Germany,Rot-Weiß Essen,0
Wilhelm Loeper,12.89921982609012,60,50,60,57,"RM,CM",RM,Sweden,Helsingborgs IF,0
Jiabao Wen,13.17115354157376,60,54,60,52,"LB,LWB",LB,China PR,Shanghai Shenhua FC,0
Kanji Okunuki,12.834681304952548,60,52,65,55,CF,CAM,Japan,Górnik Zabrze,0
Charlie Colkett,12.611537753638338,60,55,62,64,CM,CM,England,Crewe Alexandra,1
Jake Young,13.122363377404328,60,55,59,42,ST,ST,England,Bradford City,1
Guillermo Rendón,13.17115354157376,60,57,58,54,LB,LB,Ecuador,Barcelona Sporting Club,1
Tomás Muro,13.217673557208654,60,45,63,56,"RM,CAM",RM,Argentina,Gimnasia y Esgrima La Plata,0
Paweł Sokół,12.691580461311874,60,38,62,58,GK,GK,Poland,Górnik Zabrze,1
Soo Hyuk Cho,10.126631103850338,60,57,58,60,GK,GK,Korea Republic,Ulsan Hyundai FC,1
Lukas Wedl,12.429216196844383,60,64,62,54,GK,GK,Austria,FK Austria Wien,1
Darragh Markey,12.611537753638338,60,50,65,55,"RM,RW,CAM",RM,Republic of Ireland,Drogheda United,0
Nicolai Brock-Madsen,12.429216196844383,60,58,54,46,ST,ST,Denmark,Randers FC,1
José Racchumick,13.017002861746503,60,60,47,42,CB,CB,Peru,Cienciano,1
Kevin Parra,13.262125319779487,60,59,60,56,CAM,CAM,Colombia,Atlético Nacional,1
Chinglensana Singh,12.691580461311874,60,45,49,41,CB,CB,India,Hyderabad FC,1
Sondre Fosnæss Hanssen,13.17115354157376,60,56,47,44,CB,CB,Norway,Strømsgodset IF,1
Robin Østrøm,13.217673557208654,60,55,54,51,"RB,CB",CB,Norway,Silkeborg IF,0
Akash Mishra,13.17115354157376,60,47,56,51,LB,LWB,India,Hyderabad FC,0
Sadik Fofana,13.217673557208654,60,59,57,54,"CB,CDM",CB,Togo,1. FC Nürnberg,0
Tim Latteier,13.217673557208654,60,52,65,58,CM,CAM,Germany,SpVgg Bayreuth,0
Leonardo Yánez,13.17115354157376,60,50,61,56,RM,RM,Ecuador,Barcelona Sporting Club,1
Nikoloz Kutateladze,13.217673557208654,60,49,57,55,"ST,CF,CAM",ST,Georgia,Rodez Aveyron Football,0
Jean-Mattéo Bahoya,13.560618308335483,60,59,65,55,CAM,CAM,France,Angers SCO,1
Lars Nieuwpoort,12.429216196844383,60,56,57,49,"CB,LWB",CB,Netherlands,RKC Waalwijk,0
Barry Cotter,13.17115354157376,60,57,53,49,LWB,LWB,Republic of Ireland,St. Patrick's Athletic,1
Antonio Foti,13.422467969854667,60,59,65,57,"CM,RW,CAM",CAM,Cyprus,Hannover 96,0
Lamine Sy,13.217673557208654,60,49,55,47,RB,RB,France,Stade Malherbe Caen,1
Paul Lewis,12.524526376648708,60,60,59,57,"CAM,CM",CM,England,Tranmere Rovers,0
Greg Ranjitsingh,12.254862809699606,60,54,68,50,GK,GK,Trinidad and Tobago,Toronto FC,1
Marcel Lavinier,13.262125319779487,60,56,55,48,"RB,RWB,LB",RB,England,Swindon Town,0
Dennis Gorka,13.17115354157376,60,52,65,59,GK,GK,Germany,Fortuna Düsseldorf,1
Nahuel Manganelli,13.071070083016778,60,49,60,67,GK,GK,Argentina,Gimnasia y Esgrima La Plata,1
Kévin Boma,13.122363377404328,60,54,44,44,CB,CB,Togo,Rodez Aveyron Football,1
Lewis Thomas,12.429216196844383,60,50,63,58,GK,GK,Wales,Forest Green Rovers,1
Edwin Schwarz,12.429216196844383,60,52,39,44,"CB,CDM",CB,Germany,SpVgg Bayreuth,0
Harrison Neal,13.217673557208654,60,56,56,55,"CDM,CM",CDM,England,Barrow,0
Kwadwo Baah,13.345506928718539,60,56,63,51,"LM,RM",RM,Germany,Fortuna Düsseldorf,0
Steffen Eder,12.691580461311874,60,54,38,40,CB,CB,Germany,SpVgg Bayreuth,1
Floris Smand,13.122363377404328,60,54,34,35,CB,CB,Netherlands,SC Cambuur,1
Fredrik Flo,12.765688433465597,60,52,52,46,CB,CB,Norway,Sandefjord Fotball,1
Jacopo Furlan,12.043553716032399,60,57,61,55,GK,GK,Italy,Perugia,1
Ibrahima Cissé,13.17115354157376,60,49,42,44,CB,CB,Mali,FC Schalke 04,1
Franklin Nyenetue,13.304684934198283,60,47,63,49,LW,LW,Norway,Sandefjord Fotball,1
Corey Whelan,12.611537753638338,60,54,57,47,CB,CB,Republic of Ireland,Carlisle United,1
Armand Smrcka,13.17115354157376,60,55,61,59,"CM,CDM,LM",CAM,Austria,FK Austria Wien,0
Julio Fierro,13.17115354157376,60,58,61,58,GK,GK,Chile,Colo-Colo,1
Jackson Ragen,13.017002861746503,60,56,35,38,CB,CB,United States,Seattle Sounders FC,1
Alessandro Mattioli,12.834681304952548,60,56,52,43,RB,CB,Italy,Cittadella,0
Paul Manske,13.071070083016778,60,48,59,58,RM,RM,Germany,SV Meppen,1
Gustavo Klismahn D Miranda,13.17115354157376,60,55,53,59,CDM,CDM,Brazil,Portimonense SC,1
Diego Orellana,12.388394202324129,60,46,62,60,"CM,CDM,RB",CDM,Chile,CD Antofagasta,0
Cristian Cruz,13.304684934198283,60,57,60,55,"CM,CDM",CAM,Venezuela,Deportivo Táchira FC,0
Jacob Tratt,12.345834587905333,60,54,51,50,"CB,RB",CB,Australia,Western United FC,0
Raphael Assibey-Mensah,13.217673557208654,60,57,61,52,"CF,ST",ST,Germany,FSV Zwickau,0
Alessandro Kräuchi,13.071070083016778,60,58,61,57,"RB,RW",LM,Switzerland,FC St. Gallen 1879,0
Benjamin Acquah,13.217673557208654,60,55,56,61,CM,CM,Ghana,Helsingborgs IF,1
Ștefan Pănoiu,13.345506928718539,60,56,64,64,"CM,CAM,RM",CAM,Romania,Rapid București,0
Aristide Wam,13.217673557208654,60,59,55,52,"CDM,CB",CB,Cameroon,Le Havre AC,0
Victor Blixt,13.122363377404328,60,54,55,55,RB,RB,Sweden,Helsingborgs IF,1
Neill Byrne,12.254862809699606,60,56,47,38,CB,CB,Republic of Ireland,Tranmere Rovers,1
Ben Hinchliffe,10.596634733096073,60,54,62,62,GK,GK,England,Stockport County,1
Emin Bayram,13.217673557208654,60,50,45,45,CB,CB,Turkey,Galatasaray SK,1
Pedro Trujillo,12.959844447906553,60,55,60,60,GK,GK,Peru,Cienciano,1
Jelle Duin,12.89921982609012,60,51,56,46,ST,ST,Netherlands,Aarhus GF,1
Nikolas Polster,13.017002861746503,60,57,63,53,GK,GK,Austria,LASK Linz,1
Neil Farrugia,13.17115354157376,60,54,62,57,LWB,LM,Republic of Ireland,Shamrock Rovers,0
Aleksa Vukanović,12.388394202324129,60,40,61,47,ST,ST,Serbia,Meizhou Hakka,1
Mark Ellis,11.695247021764184,60,54,45,43,CB,CB,England,Barrow,1
Josh March,12.691580461311874,60,57,60,46,ST,ST,England,Forest Green Rovers,1
Anthony Uzodimma,13.17115354157376,60,60,64,56,CDM,CAM,Nigeria,Yukatel Kayserispor,0
Kerr McInroy,13.071070083016778,60,52,56,59,"CDM,CM",CDM,Scotland,Kilmarnock,0
Facundo Sanguinetti,13.071070083016778,60,60,63,56,GK,GK,Argentina,Club Atlético Banfield,1
Yu Hou,11.77528972943772,60,46,63,49,GK,GK,China PR,Meizhou Hakka,1
Gustavo Filipe Azevedo Sá,13.304684934198283,60,57,65,60,CM,CAM,Portugal,Futebol Clube de Famalicão,0
Valentin Coșereanu,12.388394202324129,60,62,61,53,"RW,LW",RW,Romania,CS Mioveni,0
Hussain Al Eissa,13.304684934198283,60,52,61,52,"RM,LM,CM",RM,Saudi Arabia,Al Wehda,0
José Pedro Ferreira Oliveira,13.262125319779487,60,67,60,57,GK,GK,Portugal,FC Paços de Ferreira,1
Max Melbourne,12.611537753638338,60,55,55,46,"LB,LWB",CB,England,Morecambe,0
Bo Kyung Choi,11.289781913656018,60,54,51,52,CB,CB,Korea Republic,Jeonbuk Hyundai Motors,1
Elias Bördner,13.17115354157376,60,52,63,58,GK,GK,Germany,Viktoria Köln,1
Manuel Ferrel,12.959844447906553,60,50,58,58,GK,GK,Bolivia,Club Deportivo Guabirá,1
Josh Brooking,13.304684934198283,60,49,42,37,"CB,RWB",CB,England,Chelsea,0
Bruno Rivas,13.071070083016778,60,60,59,58,GK,GK,Bolivia,Club Deportivo Oriente Petrolero,1
David Cawley,12.254862809699606,60,54,59,57,"CDM,CM",CDM,Republic of Ireland,Sligo Rovers,0
Phillip Cancar,13.17115354157376,60,55,42,42,"CB,LB",CB,Australia,Livingston FC,0
Evan Louro,12.524526376648708,60,46,59,62,GK,GK,United States,FC Cincinnati,1
Lluc Matas García,13.071070083016778,60,46,60,62,GK,GK,Spain,Girona FC,1
Giannis Sardelis,13.217673557208654,60,55,65,56,"LW,RW",CAM,Greece,Panathinaikos FC,0
George Campbell,13.262125319779487,60,47,42,38,CB,CB,United States,Atlanta United,1
Axel Lindahl,12.429216196844383,60,50,68,57,"RB,LM,RWB",RM,Sweden,Kalmar FF,0
Luis Barraza,12.611537753638338,60,52,56,73,GK,GK,United States,New York City FC,1
Rik Vercauteren,13.071070083016778,60,58,64,59,GK,GK,Belgium,RSC Anderlecht,1
Salih Kavrazlı,13.304684934198283,60,63,61,50,"RW,ST",ST,Turkey,Adana Demirspor,0
Samed Onur,13.17115354157376,60,47,64,60,"CAM,LW,RW",CAM,Turkey,Fatih Karagümrük S.K.,0
Moonga Simba,13.217673557208654,60,48,64,53,RM,LM,Sweden,IFK Värnamo,0
Byung Hyun Park,12.254862809699606,60,51,42,47,CB,CB,Korea Republic,Daegu FC,1
Keanin Ayer,13.071070083016778,60,52,60,56,"RB,CM",RM,South Africa,Sandefjord Fotball,0
Sam Graham,13.17115354157376,60,53,44,38,CB,CB,England,Rochdale,1
Patryk Zaucha,13.217673557208654,60,45,60,55,"LM,LWB",LM,Poland,Cracovia,0
Raúl Arias Arias,13.17115354157376,60,61,58,45,ST,ST,Spain,SD Ponferradina,1
Jeison Mina,13.17115354157376,60,58,42,36,CB,CB,Ecuador,Barcelona Sporting Club,1
Adrien Perez,12.611537753638338,60,58,63,55,"RW,ST,CF",CF,United States,D.C. United,0
Gerard Yepes Laut,13.262125319779487,60,59,64,61,CM,CAM,Spain,U.C. Sampdoria,0
Santiago Castro,13.422467969854667,60,51,62,44,ST,ST,Argentina,Vélez Sarsfield,1
Vlad Muțiu,12.429216196844383,60,57,62,54,GK,GK,Romania,AFC Hermannstadt,1
Tobi Sho-Silva,12.611537753638338,60,56,58,43,ST,ST,England,Carlisle United,1
Pau Casadesús Castro,13.217673557208654,60,55,55,40,RB,RB,Spain,FC Andorra,1
Mai Traore,13.217673557208654,60,56,58,45,ST,ST,Guinea,Viking FK,1
Abdoulaye Ndiaye,13.304684934198283,60,53,44,41,CB,CB,Senegal,SC Bastia,1
Marcus Hannesbo,13.17115354157376,60,55,62,50,"LWB,LM",LM,Denmark,AC Horsens,0
Kasey McAteer,13.304684934198283,60,54,60,57,RM,RM,England,Leicester City,1
Ishan Kort,13.17115354157376,60,59,62,53,GK,GK,Suriname,Sparta Rotterdam,1
Hassan Al Shamrani,12.206072645530174,60,56,48,45,"CB,CDM",CB,Saudi Arabia,Damac FC,0
Yannick Marchand,13.071070083016778,60,56,58,58,"CDM,CM",CDM,Switzerland,FC Basel 1893,0
Alex Forés Mendoza,13.217673557208654,60,57,54,44,ST,ST,Spain,Villarreal Club de Fútbol B,1
Nasser Al Omran,12.834681304952548,60,50,64,61,"CM,CDM",CAM,Saudi Arabia,Al Shabab,0
Josef Brian Baccay,13.17115354157376,60,49,60,53,LB,LWB,Norway,Odds BK,0
Ross Graham,13.17115354157376,60,54,48,42,CB,CB,Scotland,Dundee United,1
Lasse Nordås,13.304684934198283,60,56,57,45,ST,ST,Norway,Tromsø IL,1
Eric Ahumada,12.345834587905333,60,52,33,29,CB,CB,Chile,CD Antofagasta,1
Charlie Kelman,13.304684934198283,60,57,63,45,ST,ST,United States,Leyton Orient,1
Tobias Mißner,13.17115354157376,60,51,56,49,"LB,LM",LWB,Germany,SV Elversberg,0
Tawanda Maswanhise,13.38472764187182,60,53,62,56,ST,RM,Zimbabwe,Leicester City,0
Niccolò Pierozzi,13.217673557208654,60,55,60,53,"RM,LM",RM,Italy,Urbs Reggina 1914,0
Daniels Ontužāns,12.89921982609012,60,53,64,53,"LW,RW",CAM,Latvia,SC Freiburg II,0
Matthew Dennis,13.217673557208654,60,54,62,45,"ST,RW,LW",ST,England,Milton Keynes Dons,0
Kjell Peersman,13.458835614025542,60,44,61,61,GK,GK,Belgium,PSV,1
Mohamed Achi,13.304684934198283,60,59,65,58,CM,CAM,France,FC Nantes,0
Ali Suljic,13.017002861746503,60,53,40,38,CB,CB,Sweden,Helsingborgs IF,1
Matthew Cox,13.262125319779487,60,50,60,65,GK,GK,England,Brentford,1
Tom Eastman,12.206072645530174,60,53,45,48,CB,CB,England,Colchester United,1
Brandon Fernandes,12.429216196844383,60,51,62,59,"LM,CAM",LM,India,FC Goa,0
Rassambek Akhmatov,12.611537753638338,60,59,59,54,"CDM,CM",CDM,Russia,AFC Chindia Târgoviște,0
Adrián Alcaraz,13.122363377404328,60,53,62,48,ST,ST,Paraguay,Club Libertad,1
Brayan Medina,13.122363377404328,60,50,48,50,CB,CB,Colombia,América de Cali,1
Cihan Çanak,13.345506928718539,60,41,63,56,"LM,RM",LM,Belgium,Standard de Liège,0
Ryan Rydel,13.071070083016778,60,56,58,54,LWB,LWB,England,Stockport County,1
Yazeed Al Bakr,12.765688433465597,60,53,60,49,RB,RB,Saudi Arabia,Al Taawoun,1
Cameron John,13.071070083016778,60,58,56,49,"CB,LB",CB,England,Rochdale,0
Antonio Marchena Millán,13.345506928718539,60,58,58,56,"CM,CAM",CM,Spain,Real Betis Balompié,0
Seriton Fernandes,12.301382825334498,60,45,51,46,"RB,RWB",RB,India,FC Goa,0
Nachon Nsingi,13.217673557208654,60,46,64,51,ST,ST,Belgium,Oud-Heverlee Leuven,1
Abdulkarim Al Qahtani,12.388394202324129,60,52,63,58,"CAM,RM,LM",RW,Saudi Arabia,Al Wehda,0
