,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser
7597,The New Don't Blame Mother: Mending the Mother-Daughter Relationshi,Paula J. Caplan,3.88,eng,320.0,5,0,3/25/2000,Routledge,-,0
7598,Blame It on Pari,Laura Florand,3.53,eng,384.0,358,63,10/3/2006,Forge Books,-,0
7599,No Wind of Blame,Georgette Heyer,3.78,eng,,96,17,9/7/2006,Arrow,Inspector Hemingway,1
7600,Uncle John's Presents Blame It on the Weather: Amazing Weather Fact,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,eng,240.0,7,1,11/1/2002,Portable Press,-,0
7601,Who's To Blame,Francine Pascal/Kate William,,eng,152.0,406,5,6/1/1990,Bantam,Sweet Valley High,66
7602,Blame! #,Tsutomu Nihei,4.1,other,245.0,18,5,3/20/2000,Glénat,Blame!,1
7603,Air Gear  Vol. 2,Oh! Great/大暮 維人,,eng,,686,8,10/31/2006,Del Rey,Air Gear,2
7604,Air Gear  Vol. 3,Oh! Great/大暮 維人,4.09,eng,224.0,609,3,1/30/2007,Del Rey,Air Gear,3
7605,Air Gear  Vol. 1,Oh! Great/大暮 維人,3.92,eng,224.0,1875,37,7/25/2006,Del Rey,Air Gear,1
7606,Air Gear  Vol. 4,Oh! Great/大暮 維人,,other,224.0,467,2,5/1/2007,Del Rey,Air Gear,4
7607,Fire in the Minds of Men: Origins of the Revolutionary Fait,James H. Billington,4.54,eng,,96,9,1/1/1980,,-,0
7608,Mutant Message Down Unde,Marlo Morgan,3.79,eng,187.0,11224,1249,5/25/2004,Harper Perennial,-,0
7609,Mutants & Masterminds: RP,Steve Kenson/Ramón Pérez,3.81,eng,253.0,305,8,11/1/2005,Green Ronin Publishing,-,0
7610,Mutants: On Genetic Variety and the Human Bod,Armand Marie Leroi,4.05,eng,448.0,3040,200,1/25/2005,Penguin Books,-,0
7611,The New Mutants Classic  Vol.,Chris Claremont/Bob McLeod,3.75,eng,240.0,697,43,5/3/2006,Marvel,-,0
7612,James Dean: The Mutant King: A Biograph,David Dalton,4.07,eng,384.0,491,29,9/1/2001,Chicago Review Press,-,0
7613,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Min,Michael J. Bradley,4.29,other,332.0,792,138,11/8/2002,Harbor Press,-,0
7614,El Retrato De Dorian Gra,Oscar Wilde,4.08,other,251.0,43,5,4/7/2006,Mestas Ediciones,-,0
7615,Henry IV  Part,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,eng,336.0,1604,146,1/1/2005,Simon  Schuster,-,0
7616,Henry IV  part I,William Shakespeare,3.8,eng,,22,4,4/26/2005,Penguin UK,-,0
7617,Piccole donn,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,other,288.0,83,5,4/15/2001,Piemme,-,0
7618,I Henry I,William Shakespeare/Gordon McMullan,3.83,other,,89,11,4/22/2003,W. W. Norton & Company,-,0
7619,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Ar,Luigi Pirandello/Henry Reed,3.92,eng,236.0,12,1,7/1/1987,Riverrun Press (New York  NY),-,0
7620,Henry IV  Parts I & I,William Shakespeare/Ronald K. Levao,3.85,other,400.0,58,2,12/1/2006,Pearson,-,0
7621,Black Sunda,Thomas  Harris,3.6,eng,311.0,6969,173,11/1/2005,NAL,-,0
7622,Hannibal,Thomas  Harris,3.76,eng,,71712,2120,5/18/2000,Arrow,Hannibal Lecter,3
7623,The Hannibal Lecter Trilog,Thomas  Harris,4.42,eng,1222.0,808,29,11/3/2005,William Heinemann Ltd.,-,0
7624,Velocit,Dean Koontz,3.86,eng,460.0,53394,1527,4/25/2006,Bantam,-,0
7625,Hideawa,Dean Koontz,3.84,eng,413.0,30539,453,7/5/2005,Berkley,-,0
7626,Lightnin,Dean Koontz,,eng,384.0,49312,1644,9/2/2003,Berkley,-,0
7627,The Servants of Twilight / Darkfall / Phantom,Dean Koontz/Leigh Nichols,4.24,eng,752.0,3336,24,7/27/1991,Wings,-,0
7628,Shadow Fire,Leigh Nichols/Dean Koontz,,eng,528.0,9553,167,6/1/1993,Berkley,-,0
7629,The Bad Plac,Dean R. Koontz,3.9,eng,417.0,30574,519,7/6/2004,Berkley,-,0
7630,Fear Nothing,Dean Koontz,4.0,eng,448.0,31462,833,12/1/1998,Bantam Books,Moonlight Bay,1
7631,The Key to Midnigh,Dean Koontz/Leigh Nichols,3.95,eng,419.0,24594,239,6/1/1995,Berkley Books,-,0
7632,Mr. Murde,Dean Koontz,3.76,eng,493.0,22577,448,7/5/2006,Berkley,-,0
7633,The Fac,Dean Koontz,3.71,eng,649.0,18747,559,4/27/2004,Bantam,-,0
7634,Shattere,Dean Koontz,3.9,eng,289.0,19637,228,2/15/1985,Berkley,-,0
7635,Intensit,Dean Koontz,4.04,eng,436.0,65221,2345,10/31/2000,Bantam,-,0
7636,The Eyes of Darknes,Leigh Nichols/Dean Koontz,3.88,eng,366.0,16242,298,7/1/1996,Berkley,-,0
7637,The Door to Decembe,Richard Paige/Dean Koontz,3.95,eng,,32385,581,6/1/2002,Berkley Books,-,0
7638,The Servants of Twiligh,Leigh Nichols/Dean Koontz,3.83,eng,499.0,15666,209,5/16/1991,Headline Feature,-,0
7639,Darkfal,Dean Koontz,3.82,eng,371.0,17016,364,2/6/2007,Berkley,-,0
7640,Ghosts and Grisly Thing,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,other,300.0,202,14,10/11/2001,Tor Books,-,0
7641,Shakespeare: The Biograph,Peter Ackroyd,,eng,608.0,1541,131,11/14/2006,Anchor,-,0
7642,The Necessary Shakespear,William Shakespeare,4.31,eng,,91,10,8/27/2004,Longman Publishing Group,-,0
7643,Shakespeare After Al,Marjorie Garber,4.38,eng,1008.0,852,62,9/20/2005,Anchor Books,-,0
7644,Playing Shakespeare: An Actor's Guid,John   Barton/Luann Walther,4.35,eng,288.0,456,27,8/21/2001,Anchor,-,0
7645,The Pelican Brie,John Grisham,4.0,eng,400.0,340714,1942,4/25/2006,Delta,-,0
7646,Chasing the Dim,Michael Connelly,3.96,eng,,26998,828,9/1/2003,Warner Books,-,0
7647,Tales From Shakespear,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,eng,278.0,117,11,8/5/1994,Wordsworth Editions,-,0
7648,Shakespeare's Champion,Charlaine Harris,3.83,eng,214.0,13896,537,12/5/2006,Berkley Books,Lily Bard,2
7649,Will in the World: How Shakespeare Became Shakespear,Stephen Greenblatt,3.94,other,430.0,421,70,9/30/2004,W.W. Norton & Company (NY/London),-,0
7650,Sonnet,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,eng,391.0,701,41,2/1/2004,Simon  Schuster,-,0
7651,Shakespeare's Trollop,Charlaine Harris,3.87,eng,194.0,12212,367,5/4/2004,Berkley,Lily Bard,4
7652,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Coo,Francine Segan/Tim Turner/Patrick O'Connell,4.01,eng,288.0,111,13,10/14/2003,Random House,-,0
7653,The Art of Shakespeare's Sonnet,Helen Vendler,4.3,eng,692.0,613,25,11/1/1999,Belknap Press of Harvard University Press,-,0
7654,Hide,Lisa Gardner,4.16,eng,375.0,26891,1501,1/30/2007,Bantam Books,Detective D.D. Warren,2
7655,Alone,Lisa Gardner/Anna Fields,3.96,eng,,44349,1850,12/27/2005,,Detective D.D. Warren,1
7656,The Third Victim,Lisa Gardner,4.16,eng,384.0,24599,518,1/30/2001,Bantam,Quincy & Rainie,2
7657,On Becoming a Novelis,John Gardner/Raymond Carver,4.11,eng,150.0,2316,204,10/17/1999,W. W. Norton & Company,-,0
7658,The Art of Fiction: Notes on Craft for Young Writer,John Gardner,4.0,eng,224.0,5019,408,6/4/1991,Vintage,-,0
7659,October Ligh,John Gardner/Tom Bissell,,eng,399.0,843,61,10/17/2005,New Directions,-,0
7660,Excellenc,John W. Gardner,3.82,eng,176.0,49,8,4/17/1995,W. W. Norton  Company,-,0
7661,Essential Tales and Poem,Edgar Allan Poe/Benjamin F. Fisher,4.36,other,688.0,66382,109,10/25/2004,Barnes  Noble Classics,-,0
7662,Poetry  Tales and Selected Essay,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,eng,1520.0,170,13,10/1/1996,Library of America,-,0
7663,The Son,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,eng,167.0,529,37,8/5/1989,Schocken,-,0
7664,The Metamorphosis And Other Storie,Franz Kafka/Joachim Neugroschel,4.03,eng,227.0,61,6,12/1/1993,Scribner Book Company,-,0
7665,Metamorphosis,Jean Lorrah,3.72,eng,371.0,1399,49,3/1/1990,Pocket Books,-,0
7666,Lolita: The Screenpla,Vladimir Nabokov,3.87,eng,,281,18,8/26/1997,Vintage,-,0
7667,Mysterie,Knut Hamsun/Sverre Lyngstad,4.09,other,313.0,282,37,1/1/2001,Penguin Classics,-,0
7668,Victori,Knut Hamsun/Oliver Stallybrass,3.74,eng,155.0,47,7,10/1/1994,Sun & Moon Press,-,0
7669,The Wandere,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,,eng,,696,25,4/30/2001,Condor Books,-,0
7670,Pa,Knut Hamsun/Sverre Lyngstad,3.9,eng,181.0,5833,255,9/1/1998,Penguin Classics,-,0
7671,The Last Jo,Knut Hamsun/Sverre Lyngstad,3.77,eng,,129,8,7/1/2002,Green Integer,-,0
7672,In Wonderlan,Knut Hamsun/Sverre Lyngstad,3.6,other,185.0,86,8,9/1/2003,Ig Publishing,-,0
7673,Guilty as Charge,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,eng,10.0,149,2,10/1/1996,Pocket Books,-,0
7674,On the Shoulders of Giants: The Great Works of Physics and Astronom,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.2,eng,,4151,33,1/1/2006,Penguin Books,-,0
7675,Visions of Heaven and Hel,Clive Barker,,eng,352.0,661,20,9/27/2005,Rizzoli,-,0
7676,Everville,Clive Barker,4.03,eng,697.0,8829,157,11/3/1999,HarperPerennial,Book of the Art,2
7677,The Great and Secret Show,Clive Barker,4.05,eng,658.0,25955,518,11/3/1999,HarperPerennial,Book of the Art,1
7678,Abarat: Days of Magic  Nights of Wa,Clive Barker,4.2,eng,569.0,12118,292,9/26/2006,HarperCollins,-,0
7679,Imajica: The Reconciliatio,Clive Barker,4.42,eng,544.0,2583,30,5/10/1995,HarperTorch,-,0
7680,Sacramen,Clive Barker,3.75,eng,,3942,106,5/1/1997,Harper Voyager,-,0
7681,The Inhuman Condition,Clive Barker,3.96,eng,180.0,6294,111,3/1/2001,Pocket Books,Books of Blood,4
7682,Notebook of a Return to the Native Lan,Aimé Césaire/Annette Smith/Clayton Eshleman,,eng,66.0,941,49,9/24/2001,Wesleyan University Press,-,0
7683,The Return of the Nativ,Thomas Hardy/Alexander Theroux,3.86,eng,448.0,29586,981,2/13/2001,Modern Library,-,0
7684,Blood and Smok,Stephen King,3.92,eng,4.0,6221,155,1/1/2000,Simon & Schuster Audio,-,0
7685,LT's Theory of Pet,Stephen King,3.69,eng,1.0,2824,140,8/1/2001,Simon  Schuster Audio,-,0
7686,Carretera maldit,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.6,other,362.0,336,37,2/1/1999,Plaza & Janés Editores  S.A.,-,0
7687,Silver Bulle,Stephen King/Bernie Wrightson,3.64,other,255.0,3551,33,11/12/1985,Signet,-,0
7688,Patriot Games,Tom Clancy,4.14,eng,503.0,170797,984,5/1/1992,Berkley,Jack Ryan,1
7689,Legend,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,,other,717.0,339,25,9/8/2001,Tor Books,-,0
7690,Bare Bones: Conversations on Terror with Stephen Kin,Tim Underwood/Chuck Miller/Stephen King,,eng,224.0,3162,28,7/1/1989,Warner,-,0
7691,Four Past Midnigh,Stephen King,3.93,eng,768.0,1430,42,3/2/2004,Signet,-,0
7692,Gerald's Gam,Stephen King,3.51,eng,332.0,117178,2678,9/1/1992,Smithmark Publishers,-,0
7693,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Seaso,Stewart O'Nan/Stephen King,3.83,eng,445.0,4321,164,9/6/2005,Scribner,-,0
7694,El talismá,Stephen King/Peter Straub/Pilar Giralt Gorina,,other,375.0,12,1,7/1/2003,Planeta Publishing,-,0
7695,Rabi,Richard Bachman/Stephen King/Hernán Sabaté Vargas,,other,,91,22,9/1/1987,Martínez Roca,-,0
7696,The Diary of Ellen Rimbauer: My Life at Rose Re,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67,eng,277.0,7852,352,4/29/2001,Hyperion,-,0
7697,Now and on Eart,Jim Thompson/Stephen King,3.7,eng,320.0,339,21,2/1/1994,Vintage,-,0
7698,The Monke,Stephen King/David Purdham,3.77,eng,2.0,801,44,10/28/1989,,-,0
7699,Desperation / The Regulators: Box Se,Stephen King/Richard Bachman,4.07,eng,1075.0,3231,72,10/1/1996,Viking Adult,-,0
7700,Ojos de fueg,Stephen King/Eduardo Goligorsky,3.88,other,528.0,353,29,9/4/2001,Plaza y Janés,-,0
7701,Tevye's Daughters: Collected Stories of Sholom Aleiche,Sholom Aleichem/Frances Butwin,,eng,,146,13,11/1/1999,Sholom Aleichem Family Publications,-,0
7702,Favorite Tales of Sholom Aleiche,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,other,692.0,66,6,11/18/1990,Avenel Books,-,0
7703,Brown Girl  Brownstone,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,eng,324.0,2466,107,8/1/2006,Feminist Press,-,0
7704,Gimpel the Fool: And Other Storie,Isaac Bashevis Singer/Saul Bellow,4.16,eng,205.0,37,4,12/31/1988,Farrar Straus Giroux,-,0
7705,At the Mountains of Madnes,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,eng,224.0,24866,1608,6/14/2005,Modern Library,-,0
7706,At the Mountains of Madness and Other Novel,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,eng,458.0,486,20,12/1/1985,Arkham House Publishers,-,0
7707,At the Mountains of Madness and Other Tales of Terro,H.P. Lovecraft,4.25,eng,184.0,21719,491,9/13/1991,Del Rey Books,-,0
7708,Mountain Madness,David   Robbins/David Thompson,4.45,eng,170.0,22,2,6/1/1998,Leisure Books,Wilderness,24
7709,At the Mountains of Madness and Other Novels of Terro,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,eng,,29,5,6/17/2002,Voyager,-,0
7710,The Aeneid,Virgil/Rolfe Humphries,3.84,other,368.0,19,2,1/15/1987,Prentice Hall/Scribner/Macmillan,-,0
7711,War and the Ilia,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04,eng,121.0,532,57,3/31/2005,NYRB Classics,-,0
7712,Trojan Odyssey,Clive Cussler,,eng,463.0,15118,318,12/1/2004,G.P. Putnam's Sons,Dirk Pitt,17
7713,The Divine Comedy II: Purgator,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,other,388.0,369,33,8/30/1981,,-,0
7714,Paradiso,Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,,eng,400.0,11566,222,7/30/1962,Penguin Classics,The Divine Comedy,3
7715,Modern Reader's Guide to Dante's the Divine Comed,Joseph Gallagher,4.49,eng,256.0,29,2,5/10/1999,Liguori Publications,-,0
7716,The Canterbury Tales: Fifteen Tales and the General Prologu,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95,other,600.0,1149,41,8/1/2005,W. W. Norton & Company,-,0
7717,Fanning the Flame: Bible  Cross  and Missio,Chris    Green/Chris Wright/Paul Douglas Gardner,5.0,eng,336.0,1,1,6/17/2003,Zondervan,-,0
7718,From the Earth to the Moon,Jules Verne,3.78,eng,136.0,17325,421,10/1/2006,Aegypan,Extraordinary Voyages,4
7719,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Vern,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63,eng,498.0,28,4,2/15/2005,Running Press,-,0
7720,Journey to the Center of the Earth,Jules Verne,3.86,eng,,107189,2510,4/25/2006,Bantam,Extraordinary Voyages,3
7721,20 000 Leagues Under The Se,Pauline Francis/Jules Verne,,eng,48.0,563,32,8/1/2004,Evans Brothers,-,0
7722,The Mysterious Island,Jules Verne/Caleb Carr/Jordan Stump,4.11,eng,723.0,30022,948,4/27/2004,Modern Library,Extraordinary Voyages,12
7723,The Lighthouse at the End of the Worl,Jules Verne,3.64,eng,,1752,40,3/20/2001,Fredonia Books (NL),-,0
7724,The World of Jules Vern,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4.0,eng,85.0,3,1,11/1/2006,Helen Marx Books,-,0
7725,The End of Nana Sahib: The Steam House,Jules Verne/Agnes D. Kingston,3.59,eng,276.0,199,9,7/19/2003,,Extraordinary Voyages,20
7726,Around the World in Eighty Day,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,eng,236.0,156,17,6/7/2005,Signet,-,0
7727,The Mysterious Islan,Jules Verne/Jordan Stump/Caleb Carr,4.11,eng,630.0,114,14,12/10/2002,Modern Library,-,0
7728,Adrift in the Pacific: Two Years Holiday,Jules Verne,3.99,eng,,1956,39,4/24/2003,,Extraordinary Voyages,32
7729,Final Payment,Mary Gordon,3.69,eng,304.0,551,78,6/6/2006,Anchor,-,0
7730,Sliver of Truth,Lisa Unger,,eng,308.0,3015,347,1/2/2007,Shaye Areheart Books,Ridley Jones,2
7731,The Mothman Prophecie,John A. Keel,3.54,eng,352.0,117,16,3/7/2002,Hodder & Stoughton,-,0
7732,Intimate Communion: Awakening Your Sexual Essenc,David Deida/Lorrie Bortner,3.99,eng,270.0,265,26,11/1/1995,Health Communications,-,0
7733,Letter to a Man in the Fire: Does God Exist and Does He Care,Reynolds Price,3.7,eng,112.0,113,22,10/17/2000,Scribner,-,0
7734,The Promise of Res,Reynolds Price/Mary Bess Engel,4.0,eng,368.0,253,16,11/5/1996,Scribner,-,0
7735,Perfect Matc,Jodi Picoult,3.95,eng,,213,33,5/1/2002,Atria Books,-,0
7736,Demon Bo,Ken Kesey,3.56,eng,400.0,1418,55,8/4/1987,Penguin Books,-,0
7737,Sailor Son,Ken Kesey,3.58,eng,533.0,2015,105,7/1/1993,Penguin Books,-,0
7738,On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Countercultur,Paul Perry/Ken Babbs,3.86,eng,205.0,193,10,1/7/1997,Running Press,-,0
7739,The Further Inquir,Ken Kesey/Ron Bevirt,3.63,eng,215.0,226,3,10/1/1990,Viking Books,-,0
7740,Goodnight Moo,Margaret Wise Brown/Clement Hurd,4.28,eng,32.0,276426,4975,1/23/2007,HarperCollins,-,0
7741,Goodnight Moon 123: A Counting Book,Margaret Wise Brown/Clement Hurd,3.57,eng,32.0,198,22,7/1/2007,,-,0
7742,New Rules: Polite Musings from a Timid Observe,Bill Maher,3.71,other,304.0,5034,305,7/26/2005,Rodale Books,-,0
7743,True Stor,Bill Maher,3.11,other,304.0,199,28,10/1/2005,Simon  Schuster,-,0
7744,Does Anybody Have a Problem With That? The Best of Politically Incorrec,Bill Maher,3.51,eng,288.0,189,9,5/20/1997,Ballantine Books,-,0
7745,Outsiders Within: Writing on Transracial Adoptio,Jane Jeong Trenka/Julia Chinyere Oparah,,eng,,190,20,8/1/2006,South End Press,-,0
7746,Outsiders  Vol. 5: The Good Figh,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,,eng,,122,12,1/3/2007,DC Comics,-,0
7747,Sister Outsider: Essays and Speeche,Audre Lorde,4.49,other,190.0,12105,568,6/1/1984,Crossing Press,-,0
7748,Caramel,Sandra Cisneros,3.9,eng,441.0,9317,700,9/9/2003,,-,0
7749,The House on Mango Stree,Sandra Cisneros,3.63,other,2.0,108,21,8/30/2005,Random House Audio,-,0
7750,Selections from Homer’s Ilia,Homer/Allen Rogers Benner/Mark W. Edwards,4.41,eng,522.0,67,7,12/15/2001,University of Oklahoma Press,-,0
7751,Nancy's Mysterious Letter,Carolyn Keene/Walter Karig,3.86,eng,210.0,8279,179,4/1/1996,Applewood Books,Nancy Drew Mystery Stories,8
7752,The Secret of the Old Clock,Carolyn Keene/Russell H. Tandy/Sara Paretsky,,eng,210.0,53304,2118,9/1/1991,Applewood Books,Nancy Drew Mystery Stories,1
7753,The Mystery at the Moss-covered Mansion,Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89,eng,215.0,4920,95,2/1/2003,Applewood Books,Nancy Drew Mystery Stories,18
7754,The Mystery of the Brass-Bound Trunk,Carolyn Keene/Mildred Benson,3.89,eng,228.0,4249,89,12/1/2001,Applewood Books,Nancy Drew Mystery Stories,17
7755,The Mantle of the Prophet: Religion and Politics in Ira,Roy Mottahedeh,,eng,416.0,412,42,8/15/2000,One World (UK),-,0
7756,The Greatest Generatio,Tom Brokaw,4.01,eng,464.0,14233,914,5/1/2001,Random House Trade Paperbacks,-,0
7757,Maverick: The Success Story Behind the World's Most Unusual Workplac,Ricardo Semler,4.17,eng,336.0,2979,163,9/6/2001,Random House,-,0
7758,Weekend Warriors,Fern Michaels,4.05,eng,304.0,6783,562,7/1/2004,Kensington,Sisterhood,1
7759,The Weekend Novelis,Robert J. Ray/Bret Norris,3.67,eng,266.0,368,36,4/1/2005,Billboard Books,-,0
7760,The Week-End Boo,Francis Meynell/John Julius Norwich/Francis Maynell,3.67,eng,368.0,31,7,5/4/2006,Harry N. Abrams,-,0
7761,North Carolina Weekend,Lynn Setzer,3.71,other,353.0,7,1,10/1/2003,John F. Blair  Publisher,-,0
7762,Selected Poetr,Thomas Hardy/Samuel Hynes,3.96,eng,,9,0,5/6/1999,Oxford University Press,-,0
7763,Underworld,Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09,eng,384.0,2031,79,8/26/2003,Pocket Star Books,Underworld,1
7764,Underworld: The Mysterious Origins of Civilizatio,Graham Hancock,3.95,eng,784.0,1112,70,10/28/2003,Three Rivers Press,-,0
7765,The Dream and the Underworl,James Hillman,4.22,other,256.0,746,34,7/25/1979,William Morrow Paperbacks,-,0
7766,Star Wars: Underworld - The Yavin Vassilik,Mike Kennedy/Carlos Meglia,,eng,120.0,83,6,10/16/2001,Dark Horse Books,-,0
7767,Underworld: Blood Enemy,Greg Cox/Len Wiseman/Kevin Grevioux,3.91,eng,310.0,548,26,11/30/2004,Pocket Star,Underworld,2
7768,Queen of the Underworl,Gail Godwin,2.89,eng,368.0,541,100,1/30/2007,Ballantine Books,-,0
7769,Ve  perro ¡Ve,P.D. Eastman/Adolfo Pérez Perdomo,4.09,other,24.0,33,2,2/25/2003,Random House Para Ninos,-,0
7770,Murder in the Cathedra,T.S. Eliot,3.76,eng,,6782,309,3/18/1964,Harcourt  Brace Jovanovich/Harvest,-,0
7771,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Age,Frances Gies/Joseph Gies,3.86,eng,368.0,649,56,1/1/1995,Harper Perennial,-,0
7772,L'Équilibre du mond,Rohinton Mistry/Françoise Adelstain,4.36,other,,152,11,6/20/2001,Le Livre de Poche,-,0
7773,In the Kitchen with Rosie: Oprah's Favorite Recipe,Rosie Daley/Oprah Winfrey,3.04,eng,142.0,767,31,4/16/1994,Knopf,-,0
7774,King Richard I,William Shakespeare/Andrew Gurr,3.77,eng,252.0,89,6,5/5/2003,Cambridge University Press,-,0
7775,Floating in My Mother's Pal,Ursula Hegi/John Collier/Francine Kass,3.82,other,192.0,2738,218,7/3/1998,Touchstone,-,0
7776,Tearing the Silence: On Being German in Americ,Ursula Hegi,3.86,eng,304.0,259,34,7/3/1998,Touchstone,-,0
7777,Paint it Blac,Janet Fitch,3.48,eng,387.0,10136,978,9/1/2006,Little Brown and Company,-,0
7778,The Tempes,William Shakespeare/Peter Hulme/William H. Sherman,,eng,355.0,582,30,12/23/2003,W. W. Norton & Company,-,0
7779,The Day of the Tempest,Jean Rabe,3.65,eng,352.0,1365,16,8/1/2002,Wizards of the Coast,Dragonlance: Dragons of a New Age,2
7780,A Tempes,Aimé Césaire/Richard Miller,3.56,eng,69.0,1422,76,5/1/2002,Theatre Communications Group,-,0
7781,A Midsummer Night's Dream,SparkNotes/William Shakespeare,3.96,eng,64.0,19,2,1/10/2002,SparkNotes,-,0
7782,Minuit dans le jardin du bien et du ma,John Berendt,3.92,other,388.0,13,2,6/6/1998,,-,0
7783,Les Essais,Michel de Montaigne,4.24,other,806.0,6,1,9/14/2002,Arléa,-,0
7784,Cliffs Notes on Hugo's Les Miserable,Amy L. Marsland,3.76,other,120.0,21,4,11/1/1968,Cliffs Notes,-,0
7785,Hamlet in Purgator,Stephen Greenblatt,3.94,eng,344.0,219,24,9/15/2002,Princeton University Press,-,0
7786,From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classic,Sarah K. Herz/Donald R. Gallo,4.01,other,256.0,64,9,9/1/2005,Greenwood,-,0
7787,Hamlet  Prince of Denmar,William Shakespeare/Philip Edwards/Robert Hapgood,4.02,eng,270.0,149,13,4/21/2003,Cambridge University Press/The New Cambridge Shakespeare,-,0
7788,Shakespeare's Romeo and Julie,William Shakespeare/Karin Jacobson/Sidney Lamb,3.74,eng,231.0,65,3,5/8/2000,,-,0
7789,Romeo and Juliet,SparkNotes/Brian  Phillips/William Shakespeare,,eng,,52,8,1/10/2002,SparkNotes,-,0
7790,La Petite Fille du La,Christina Schwarz/Marie-Hélène Sabard,3.74,other,363.0,2,0,3/6/2003,Robert Laffont,-,0
7791,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Compute,Stewart Brand,4.1,eng,208.0,526,63,4/6/2000,Basic Books,-,0
7792,Jessica's Bad Idea,Francine Pascal/Jamie Suzanne,,eng,104.0,318,6,8/1/1989,Bantam,Sweet Valley Twins and Friends,31
7793,How to Win Friends and Influence Peopl,Dale Carnegie,4.19,eng,,1842,104,4/6/2006,Vermilion,-,0
7794,How to Win Friends and Influence People for Teen Girl,Donna Dale Carnegie,3.96,eng,,428,44,6/2/2005,Simon  Schuster,-,0
7795,Naked Economics: Undressing the Dismal Scienc,Charles Wheelan,4.03,eng,288.0,5719,484,9/17/2003,W. W. Norton  Company,-,0
7796,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Onl,Pavel Tsatsouline,,other,218.0,908,63,1/1/2010,Dragon Door Publications,-,0
7797,The Naked Ape: A Zoologist's Study of the Human Anima,Desmond Morris,3.95,eng,256.0,6724,325,4/13/1999,Delta,-,0
7798,There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventur,Doug Lansky,3.38,eng,216.0,413,53,11/16/2005,Travelers' Tales,-,0
