title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
Black Widow: The Things They Say About He,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,3.47,eng,144.0,302,33,6/7/2006,Marvel,-,0,6,7,2006,21,3,от 100 до 500 стр.
Black Widow: Homecomin,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,3.79,eng,144.0,617,43,5/11/2005,Marvel,-,0,5,11,2005,21,3,от 100 до 500 стр.
Ragtim,E.L. Doctorow,3.88,eng,369.0,210,37,3/1/1977,Bantam Books,-,0,3,1,1977,20,1,от 100 до 500 стр.
Ragtime in Simla,Barbara Cleverly,3.84,other,368.0,60,10,7/25/2006,Delta,Joe Sandilands,2,7,25,2006,21,1,от 100 до 500 стр.
Thank You for Smokin,Christopher Buckley,3.93,eng,272.0,9900,561,2/14/2006,Random House Trade Paperbacks,-,0,2,14,2006,21,1,от 100 до 500 стр.
The Crossin,Cormac McCarthy,4.13,eng,425.0,232,13,4/28/1996,Random House Value Publishing,-,0,4,28,1996,20,1,от 100 до 500 стр.
Cities of the Plain,Cormac McCarthy,4.09,eng,292.0,17475,946,5/25/1999,Vintage,The Border Trilogy,3,5,25,1999,20,1,от 100 до 500 стр.
The Agony and the Ecstasy: A Biographical Novel of Michelangel,Irving Stone,,other,776.0,917,130,9/7/2004,NAL,-,0,9,7,2004,21,1,от 500 до 1000 стр.
The Agony and the Ecstas,Irving Stone,4.07,eng,777.0,160,18,1/1/1991,Arrow,-,0,1,1,1991,20,1,от 500 до 1000 стр.
Harves,Tess Gerritsen,,eng,368.0,15619,523,8/1/1997,Pocket Books,-,0,8,1,1997,20,1,от 100 до 500 стр.
Story of O,Pauline Réage/Sabine d'Estree,3.32,eng,199.0,12840,997,5/12/1981,Ballantine Books,Story of O,1,5,12,1981,20,2,от 100 до 500 стр.
Story of,Pauline Réage/John Paul Hand,3.32,eng,224.0,446,52,5/8/1998,Running Press Adult,-,0,5,8,1998,20,2,от 100 до 500 стр.
The O. Henry Prize Stories 200,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,eng,384.0,138,22,9/9/2003,Random House Value Publishing,-,0,9,9,2003,21,4,от 100 до 500 стр.
The Illustrated Story Of,Doris Kloster/Pauline Réage,3.96,eng,160.0,24,1,9/20/2001,,-,0,9,20,2001,21,2,от 100 до 500 стр.
The Valley of Vision: A Collection of Puritan Prayers and Devotion,Arthur Bennett,4.54,eng,223.0,9476,247,11/1/1975,Banner of Truth,-,0,11,1,1975,20,1,от 100 до 500 стр.
Valley Of Silence,Nora Roberts,4.22,eng,,1372,113,11/1/2006,Berkley Books,Circle Trilogy,3,11,1,2006,21,1,
Revolution in The Valley: The Insanely Great Story of How the Mac Was Mad,Andy Hertzfeld/Steve Wozniak,4.18,other,,1900,55,12/16/2004,O'Reilly Media,-,0,12,16,2004,21,2,
The Valley of Horses,Jean M. Auel,4.0,other,544.0,59723,1733,6/25/2002,Bantam,Earth's Children,2,6,25,2002,21,1,от 500 до 1000 стр.
How Green Was My Valle,Richard Llewellyn,4.18,eng,448.0,12351,1041,6/28/2001,Penguin Classics,-,0,6,28,2001,21,1,от 100 до 500 стр.
Once A Warrior King: Memories of an Officer in Vietna,David Donovan,4.27,other,352.0,413,24,7/12/1986,Ballantine,-,0,7,12,1986,20,1,от 100 до 500 стр.
Once a Warrior,Karyn Monk,3.75,eng,384.0,309,20,3/31/1997,Fanfare,Warriors,1,3,31,1997,20,1,от 100 до 500 стр.
Time and Again,Jack Finney,3.96,eng,399.0,13760,1624,5/1/2012,,Time,1,5,1,2012,21,1,от 100 до 500 стр.
Time and Again: Time Was / Times Chang,Nora Roberts,3.77,eng,505.0,7574,194,8/24/2001,Silhouette,-,0,8,24,2001,21,1,от 500 до 1000 стр.
Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Fait,Marcus J. Borg,4.12,other,,4272,260,4/7/2015,HarperOne,-,0,4,7,2015,21,1,
Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literall,Marcus J. Borg,4.13,other,321.0,2959,187,4/7/2015,HarperOne,-,0,4,7,2015,21,1,от 100 до 500 стр.
The Complete Idiot's Guide to Business Plan,Gwen Moran,3.32,eng,314.0,16,4,10/4/2005,Alpha Books,-,0,10,4,2005,21,1,от 100 до 500 стр.
PHP and MySQL Web Development,Luke Welling/Laura Thomson,3.96,other,1008.0,590,31,10/1/2004,Sams,-,0,10,1,2004,21,2,от 1000 стр.
Beginning PHP and MySQL 5: From Novice to Professiona,W. Jason Gilmore,,other,913.0,158,12,10/1/2005,Apress,-,0,10,1,2005,21,1,от 500 до 1000 стр.
PHP & MySQL For Dummie,Janet Valade,,eng,436.0,145,6,12/1/2006,Wiley Publishing,-,0,12,1,2006,21,1,от 100 до 500 стр.
PHP and MySQL for Dummie,Janet Valade,,other,456.0,12,2,4/9/2004,For Dummies,-,0,4,9,2004,21,1,от 100 до 500 стр.
Graphic Design No,Charlotte Fiell/Peter Fiell,3.43,eng,349.0,67,2,11/1/2005,Taschen,-,0,11,1,2005,21,2,от 100 до 500 стр.
Michael Moore's Fahrenheit 9/11: How One Film Divided a Natio,Robert Brent Toplin,3.44,eng,,9,1,4/20/2006,University Press of Kansas,-,0,4,20,2006,21,1,
My Dirty Thirties: Romantic Hedonis,Kelly  Carr,,eng,144.0,8,1,7/1/2004,New Tradition Books,-,0,7,1,2004,21,1,от 100 до 500 стр.
The Life and Opinions of Tristram Shandy  Gentlema,Laurence Sterne/Robert Folkenflik,,eng,704.0,96,11,9/21/2004,Modern Library,-,0,9,21,2004,21,2,от 500 до 1000 стр.
La fortaleza digita,Dan Brown/Eduardo García Murillo,3.65,other,,1078,76,2/1/2006,Umbriel,-,0,2,1,2006,21,2,
The United States of Europe: The New Superpower and the End of American Supremac,T.R. Reid,,other,320.0,691,63,11/1/2005,Penguin Books,-,0,11,1,2005,21,1,от 100 до 500 стр.
Europe on a Shoestrin,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,eng,1284.0,357,16,3/1/2007,Lonely Planet,-,0,3,1,2007,21,4,от 1000 стр.
Europe and the People Without Histor,Eric R. Wolf,4.12,eng,534.0,995,32,12/3/1982,University of California Press,-,0,12,3,1982,20,1,от 500 до 1000 стр.
A History of Modern Europe  Volume 2: From the French Revolution to the Presen,John M. Merriman,4.0,other,1040.0,62,4,2/1/2004,W. W. Norton & Company,-,0,2,1,2004,21,1,от 1000 стр.
How Europe Underdeveloped Afric,Walter Rodney/Vincent Harding,4.27,eng,312.0,2088,96,1/1/1981,Howard University Press,-,0,1,1,1981,20,2,от 100 до 500 стр.
Europe: A Histor,Norman Davies,,eng,1392.0,3394,163,1/20/1998,Harper Perennial,-,0,1,20,1998,20,1,от 1000 стр.
The Basketball Diarie,Jim Carroll,3.95,eng,224.0,308,19,4/1/1995,Penguin Books,-,0,4,1,1995,20,1,от 100 до 500 стр.
The Basketball Diaries and the Book of Nod,Jim Carroll,,eng,320.0,85,3,5/26/1987,Faber & Faber Ltd.,-,0,5,26,1987,20,1,от 100 до 500 стр.
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kid,Ed  Young,4.0,eng,224.0,25,2,9/1/2005,Moody Publishers,-,0,9,1,2005,21,1,от 100 до 500 стр.
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvi,Nick Tosches,4.11,eng,288.0,334,15,5/7/1999,Da Capo Press,-,0,5,7,1999,20,1,от 100 до 500 стр.
In the Hand of Dant,Nick Tosches,3.18,other,,683,76,9/1/2003,Back Bay Books,-,0,9,1,2003,21,1,
Ray Bradbury's Fahrenheit 45,Harold Bloom,4.18,eng,147.0,991,52,12/31/2001,Chelsea House Publications,-,0,12,31,2001,21,1,от 100 до 500 стр.
Schott's Original Miscellan,Ben Schott/Collin Deckerman,4.08,eng,158.0,1379,103,8/4/2003,Bloomsbury Publishing PLC,-,0,8,4,2003,21,2,от 100 до 500 стр.
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strateg,John W. Schott/Jean S. Arbeiter,2.67,other,260.0,3,1,1/1/1998,Little Brown and Company,-,0,1,1,1998,20,2,от 100 до 500 стр.
Blowback,Brad Thor,4.18,eng,575.0,13546,371,6/1/2006,Pocket Books,Scot Harvath,4,6,1,2006,21,1,от 500 до 1000 стр.
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republi,Chalmers Johnson/Shara Kay,,other,389.0,1332,75,4/1/2005,St. Martins Press-3PL,-,0,4,1,2005,21,2,от 100 до 500 стр.
Bouvard and Pecuche,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3.86,eng,,2820,103,3/28/2006,Dalkey Archive Press,-,0,3,28,2006,21,4,
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosau,Carl Safina,4.24,eng,383.0,644,78,5/30/2006,Henry Holt and Company,-,0,5,30,2006,21,1,от 100 до 500 стр.
Thirteen Moons on Turtle's Bac,Joseph Bruchac/Jonathan London/Thomas Locker,,other,32.0,318,40,8/25/1997,Puffin Books,-,0,8,25,1997,20,3,до 100 стр.
One Tiny Turtl,Nicola Davies/Jane Chapman,4.13,eng,32.0,518,102,6/14/2005,Candlewick Press,-,0,6,14,2005,21,2,до 100 стр.
Turtle Islan,Gary Snyder/Michael Corr,4.09,eng,112.0,3809,105,1/17/1974,,-,0,1,17,1974,20,2,от 100 до 500 стр.
Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworld,Mitchel Resnick,3.86,eng,184.0,131,8,1/22/1997,Bradford Book,-,0,1,22,1997,20,1,от 100 до 500 стр.
Turtle Moo,Alice Hoffman,,eng,275.0,7545,388,4/4/2002,Vintage,-,0,4,4,2002,21,1,от 100 до 500 стр.
Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtle,Richard D. Bartlett/Patricia P. Bartlett,3.8,eng,46.0,20,4,2/1/2003,B.E.S. Publishing,-,0,2,1,2003,21,2,до 100 стр.
Turtles & Tortoises for Dummie,Liz Palika,3.57,eng,328.0,53,5,3/15/2001,For Dummies,-,0,3,15,2001,21,1,от 100 до 500 стр.
The Turtle and the Monke,Paul Galdone/Joanna Galdone,3.74,eng,32.0,58,6,9/24/1990,Clarion Books,-,0,9,24,1990,20,2,до 100 стр.
Turtle Diar,Russell Hoban,4.0,eng,,893,99,9/4/2000,Bloomsbury Publishing PLC,-,0,9,4,2000,20,1,
Lessons from Turtle Island: Native Curriculum in Early Childhood Classroom,Guy W. Jones/Sally Moomaw,4.35,eng,,16,2,9/1/2002,Redleaf Press,-,0,9,1,2002,21,2,
Inside Himalay,Basil Pao/Michael Palin,4.0,other,,30,2,1/31/2005,Weidenfeld & Nicolson,-,0,1,31,2005,21,2,
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exil,C.D. Payne,4.04,eng,503.0,29,6,8/1/1993,Aivia Press,-,0,8,1,1993,20,1,от 500 до 1000 стр.
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Lov,Jack Vance,4.25,eng,446.0,1134,44,4/15/1997,,-,0,4,15,1997,20,1,от 100 до 500 стр.
Lurul,Jack Vance,3.59,other,204.0,276,20,2/6/2007,Tor Books,-,0,2,6,2007,21,1,от 100 до 500 стр.
Lyonesse: Suldrun's Garden,Jack Vance,3.93,eng,436.0,130,16,4/1/1983,Berkley Trade,Lyonesse,1,4,1,1983,20,1,от 100 до 500 стр.
Jack Vance: Critical Appreciations and a Bibliograph,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,4.15,eng,,13,2,1/1/2000,British Library,-,0,1,1,2000,20,11,
Galactic Effectuato,Jack Vance,3.69,eng,219.0,286,13,11/1/1981,Ace,-,0,11,1,1981,20,1,от 100 до 500 стр.
The SFWA Grand Masters,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,,eng,448.0,8,2,6/23/2001,Tor Books,-,0,6,23,2001,21,5,от 100 до 500 стр.
The Languages of Pa,Jack Vance,3.8,other,,894,54,8/1/2004,iBooks,-,0,8,1,2004,21,1,
The Last Castl,Jack Vance,3.79,eng,115.0,841,43,1/1/1986,Underwood/Miller  Berkley,-,0,1,1,1986,20,1,от 100 до 500 стр.
Madouc,Jack Vance,4.15,eng,426.0,1825,71,8/1/1991,Ace Books,Lyonesse,3,8,1,1991,20,1,от 100 до 500 стр.
Ports of Cal,Jack Vance,3.55,eng,300.0,409,23,1/15/1999,Tor Books,-,0,1,15,1999,20,1,от 100 до 500 стр.
The Demon Princes  Volume Two: The Face  The Book of Dream,Jack Vance,4.3,eng,397.0,653,19,8/15/1997,Tor Books,-,0,8,15,1997,20,1,от 100 до 500 стр.
The Green Pearl,Jack Vance,4.16,eng,,10,2,6/15/1987,Ace,Lyonesse,2,6,15,1987,20,1,
The Last Castle/Nightwings,Jack Vance/Robert Silverberg,3.7,eng,182.0,43,4,12/1/1989,Tor Books,Tor Double Novel,15,12,1,1989,20,2,от 100 до 500 стр.
The Many Worlds of Magnus Ridolp,Jack Vance,3.9,eng,174.0,282,16,4/1/1980,DAW Books Inc,-,0,4,1,1980,20,1,от 100 до 500 стр.
Big Dead Place: Inside the Strange and Menacing World of Antarctic,Nicholas Johnson/Eirik Sonneland,3.72,eng,260.0,436,95,6/1/2005,Feral House,-,0,6,1,2005,21,2,от 100 до 500 стр.
Best Science Fiction Stories of Clifford D. Sima,Clifford D. Simak,,eng,253.0,64,5,6/1/1972,Paperback Library,-,0,6,1,1972,20,1,от 100 до 500 стр.
Theodore Re,Edmund Morris,4.19,eng,555.0,38131,911,10/1/2002,Random House Trade Paperbacks,-,0,10,1,2002,21,1,от 500 до 1000 стр.
Oedipus Tyrannu,Sophocles/Theodore F. Brunner/Luci Berkowitz,3.7,eng,272.0,146,10,7/1/1970,W.W. Norton & Company,-,0,7,1,1970,20,3,от 100 до 500 стр.
The Rise of Theodore Roosevel,Edmund Morris,4.23,eng,780.0,36847,1461,11/20/2001,Random House Trade Paperbacks,-,0,11,20,2001,21,1,от 500 до 1000 стр.
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventor,John Gribbin,4.08,eng,672.0,892,59,8/10/2004,Random House Trade Paperbacks,-,0,8,10,2004,21,1,от 500 до 1000 стр.
A History of the Life Science,Lois N. Magner/Magner,4.53,other,,15,2,8/13/2002,CRC Press,-,0,8,13,2002,21,2,
The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Fir,Tom Kelley/Jonathan Littman/Tom Peters,3.97,eng,320.0,6412,154,1/16/2001,Broadway Business,-,0,1,16,2001,21,3,от 100 до 500 стр.
Absolute Trust in the Goodness of the Earth: New Poem,Alice Walker,4.02,other,229.0,583,70,3/9/2004,Random House Trade Paperbacks,-,0,3,9,2004,21,1,от 100 до 500 стр.
I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eye,Hemant Mehta/Rob Bell,3.54,other,224.0,442,78,4/17/2007,Waterbrook Press,-,0,4,17,2007,21,2,от 100 до 500 стр.
The Wizard,Gene Wolfe,3.86,eng,,2595,104,8/29/2006,Tor Fantasy,The Wizard Knight,2,8,29,2006,21,1,
Soldier of Sidon,Gene Wolfe,4.01,eng,320.0,1063,60,10/31/2006,Tor Books,Latro,3,10,31,2006,21,1,от 100 до 500 стр.
The Right Stuf,Tom Wolfe,4.24,eng,304.0,213,24,5/1/2005,Black Dog & Leventhal,-,0,5,1,2005,21,1,от 100 до 500 стр.
Day and Nigh,Better Homes and Gardens,0.0,eng,32.0,0,1,3/1/1989,Meredith Corporation,-,0,3,1,1989,20,1,до 100 стр.
Romanticis,Hugh Honour,3.75,eng,416.0,42,2,8/15/1979,Westview Press,-,0,8,15,1979,20,1,от 100 до 500 стр.
No Cherubs for Melani,James  Hawkins,4.0,eng,394.0,8,1,10/1/2002,Dundurn,-,0,10,1,2002,21,1,от 100 до 500 стр.
The Fish Kisse,James  Hawkins,3.4,eng,360.0,9,0,11/1/2001,Dundurn,-,0,11,1,2001,21,1,от 100 до 500 стр.
Street of the Five Moons,Elizabeth Peters,3.95,eng,376.0,3654,148,3/7/2000,Avon,Vicky Bliss,2,3,7,2000,20,1,от 100 до 500 стр.
Stand on Zanziba,John Brunner,3.96,eng,672.0,12560,387,8/12/1999,Gollancz,-,0,8,12,1999,20,1,от 500 до 1000 стр.
The Shockwave Ride,John Brunner,3.95,eng,288.0,2945,125,3/1/1995,Del Rey,-,0,3,1,1995,20,1,от 100 до 500 стр.
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursin,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4.0,eng,,2,0,12/21/1999,LWW,-,0,12,21,1999,20,3,
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Bart,Karl Barth/Emil Brunner/Peter Fraenkel,,other,132.0,92,11,12/1/2002,Wipf & Stock Publishers,-,0,12,1,2002,21,3,от 100 до 500 стр.
Children of the Thunder / The Tides of Time / The Crucible of Tim,John Brunner,,eng,800.0,11,1,5/3/1995,Wings,-,0,5,3,1995,20,1,от 500 до 1000 стр.
The Sheep Look U,John Brunner/James John Bell/David Brin,3.95,eng,388.0,3568,284,5/11/2003,BenBella Books,-,0,5,11,2003,21,3,от 100 до 500 стр.
Entry to Elsewhe,John Brunner,3.37,eng,172.0,58,3,2/28/1975,,-,0,2,28,1975,20,1,от 100 до 500 стр.
The Crucible of Tim,John Brunner,3.71,eng,,25,3,6/12/1984,Del Rey,-,0,6,12,1984,20,1,
Polymath,John Brunner,3.56,other,156.0,238,16,8/28/1982,DAW Books (NY),Zarathustra Refugee Planets,2,8,28,1982,20,1,от 100 до 500 стр.
Total Eclips,John Brunner,3.44,eng,206.0,288,22,2/7/1984,DAW,-,0,2,7,1984,20,1,от 100 до 500 стр.
Manshap,John Brunner,3.11,eng,159.0,34,5,9/28/1982,DAW SF,-,0,9,28,1982,20,1,от 100 до 500 стр.
Modern Classics of Science Fictio,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,4.17,eng,672.0,91,6,1/15/1993,St. Martin's Griffin,-,0,1,15,1993,20,27,от 500 до 1000 стр.
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writin,Isaac Asimov/Charles G. Waugh,3.93,other,512.0,128,12,1/24/2007,Running Press,-,0,1,24,2007,21,2,от 500 до 1000 стр.
Unearthly Neighbor,Chad Oliver,3.83,eng,208.0,38,8,9/5/1984,Random House Value Publishing,-,0,9,5,1984,20,1,от 100 до 500 стр.
The Shores of Another Sea,Chad Oliver/George Zebrowski/Isaac Asimov,3.55,eng,214.0,37,6,7/25/1984,Random House Value Publishing,-,0,7,25,1984,20,3,от 100 до 500 стр.
Men  Martians and Machine,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,eng,,164,14,2/1/1984,Crown Publishers,-,0,2,1,1984,20,3,
What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicate,Peter D'Epiro/Mary Desmond Pinkowish,3.77,eng,560.0,231,19,12/1/1998,Anchor,-,0,12,1,1998,20,2,от 500 до 1000 стр.
World of Wonders,Robertson Davies/Wayne Johnston,4.09,eng,352.0,3633,142,2/28/2006,Penguin Classics,The Deptford Trilogy,3,2,28,2006,21,2,от 100 до 500 стр.
Wonder of the Worl,David Lindsay-Abaire,3.93,eng,72.0,42,4,12/31/2003,Dramatists Play Service  Inc.,-,0,12,31,2003,21,1,до 100 стр.
Worlds of Wonder: How to Write Science Fiction & Fantas,David Gerrold,3.92,eng,246.0,424,54,4/1/2004,Writer's Digest Books,-,0,4,1,2004,21,1,от 100 до 500 стр.
Walking the World in Wonder: A Children's Herba,Ellen Evert Hopman/Steven Foster,4.29,eng,160.0,52,4,10/1/2000,Healing Arts Press,-,0,10,1,2000,20,2,от 100 до 500 стр.
Worlds of Wonde,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,4.13,eng,368.0,0,0,11/10/1988,Orion Publishing Co,-,0,11,10,1988,20,14,от 100 до 500 стр.
Sixty Days and Counting,Kim Stanley Robinson,3.66,eng,388.0,1642,136,2/27/2007,Bantam Doubleday Dell Publishing Group,Science in the Capital,3,2,27,2007,21,1,от 100 до 500 стр.
Fifty Degrees Below,Kim Stanley Robinson,3.69,eng,640.0,2099,155,1/30/2007,Spectra,Science in the Capital,2,1,30,2007,21,1,от 500 до 1000 стр.
The Gold Coast,Kim Stanley Robinson,3.7,eng,400.0,1194,78,5/15/1995,Orb Books,Three Californias Triptych,2,5,15,1995,20,1,от 100 до 500 стр.
Antarctic,Kim Stanley Robinson,3.78,eng,672.0,2248,165,7/6/1999,Bantam,-,0,7,6,1999,20,1,от 500 до 1000 стр.
The Wild Shore,Kim Stanley Robinson,3.75,eng,,2457,170,3/15/1995,Orb Books,Three Californias Triptych,1,3,15,1995,20,1,
Forty Signs of Rain,Kim Stanley Robinson,,other,393.0,3044,339,7/26/2005,Bantam Spectra,Science in the Capital,1,7,26,2005,21,1,от 100 до 500 стр.
Pacific Edge,Kim Stanley Robinson,3.78,eng,336.0,1208,89,5/15/1995,Orb Books,Three Californias Triptych,3,5,15,1995,20,1,от 100 до 500 стр.
The Memory of Whiteness: A Scientific Romanc,Kim Stanley Robinson,3.55,other,352.0,448,37,1/15/1996,Orb Books,-,0,1,15,1996,20,1,от 100 до 500 стр.
Secret Identity,Catherine Hapka,2.93,eng,176.0,195,11,1/1/2006,Voice,Lost,2,1,1,2006,21,1,от 100 до 500 стр.
Miracleman  Book Three: Olympu,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,eng,328.0,1768,93,4/21/2015,Marvel Comics,-,0,4,21,2015,21,7,от 100 до 500 стр.
A Thousand Acre,Jane Smiley,3.81,eng,371.0,53322,2358,12/2/2003,Anchor,-,0,12,2,2003,21,1,от 100 до 500 стр.
Mother's Mil,Edward St. Aubyn,3.76,other,240.0,53,7,11/9/2006,Grove Press  Open City Books,-,0,11,9,2006,21,1,от 100 до 500 стр.
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texa,John Graves/Glenn Wolff/Bill Wittliff,4.31,eng,256.0,67,7,5/19/2004,Southern Methodist University Press,-,0,5,19,2004,21,3,от 100 до 500 стр.
Possessio,A.S. Byatt,,eng,,62580,3465,10/1/1991,Vintage,-,0,10,1,1991,20,1,
The Best American Nonrequired Reading 200,Dave Eggers/Viggo Mortensen,3.86,other,407.0,1234,67,10/14/2004,,-,0,10,14,2004,21,2,от 100 до 500 стр.
The Culture of Fear: Why Americans Are Afraid of the Wrong Thing,Barry Glassner,3.7,other,,3095,305,3/16/2000,Basic Books,-,0,3,16,2000,20,1,
Culture of Fear Revisite,Frank Furedi,,eng,236.0,61,3,12/26/2006,Bloomsbury Academic,-,0,12,26,2006,21,1,от 100 до 500 стр.
GraceLan,Chris Abani,3.78,other,,2121,202,1/26/2005,Picador,-,0,1,26,2005,21,1,
Raised on Rock: Growing Up at Gracelan,David Stanley/Mark Bego,2.75,eng,192.0,4,0,12/1/1931,Trafalgar Square Publishing,-,0,12,1,1931,20,2,от 100 до 500 стр.
The White Wido,Jim Lehrer,3.04,other,224.0,181,19,5/19/2000,PublicAffairs,-,0,5,19,2000,20,1,от 100 до 500 стр.
The Franklin Affai,Jim Lehrer,3.12,eng,208.0,144,25,6/13/2006,Random House Trade,-,0,6,13,2006,21,1,от 100 до 500 стр.
Short List,Jim Lehrer,4.09,eng,224.0,23,3,2/6/1992,Putnam Publishing Group,One-Eyed Mack,5,2,6,1992,20,1,от 100 до 500 стр.
Kick the Can,Jim Lehrer,3.85,eng,223.0,77,10,8/1/1997,Council Oak Books,One-Eyed Mack,1,8,1,1997,20,1,от 100 до 500 стр.
Strangers from a Different Shore: A History of Asian American,Ronald Takaki,4.13,other,640.0,888,45,9/23/1998,Back Bay Books,-,0,9,23,1998,20,1,от 500 до 1000 стр.
La chut,Albert Camus,4.04,other,152.0,87,6,1/11/1999,Gallimard,-,0,1,11,1999,20,1,от 100 до 500 стр.
Syru,Max Barry,3.88,other,304.0,4715,303,7/1/2000,New York : Penguin Books,-,0,7,1,2000,20,1,от 100 до 500 стр.
Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinne,Ken Haedrich,3.81,eng,144.0,38,8,9/1/2001,Storey Publishing  LLC,-,0,9,1,2001,21,1,от 100 до 500 стр.
Metaconcert,Julian May,4.21,eng,282.0,1389,15,1/13/1989,Del Rey,Intervention,2,1,13,1989,20,1,от 100 до 500 стр.
Surveillance,Julian May,4.19,other,368.0,1355,15,11/13/1988,Del Rey,Intervention,1,11,13,1988,20,1,от 100 до 500 стр.
The Adversary,Julian May,4.22,eng,472.0,4404,54,9/12/1987,Del Rey Books,Saga of Pliocene Exile,4,9,12,1987,20,1,от 100 до 500 стр.
Magnificat,Julian May,4.21,other,432.0,2756,31,4/20/2011,Del Rey,Galactic Milieu Trilogy,3,4,20,2011,21,1,от 100 до 500 стр.
The Sagittarius Whorl,Julian May,3.75,eng,384.0,339,4,1/2/2001,Del Rey Books,Rampart Worlds,3,1,2,2001,21,1,от 100 до 500 стр.
Maison Ikkoku  Volume 7,Rumiko Takahashi,4.24,eng,288.0,305,4,10/26/2004,,Maison Ikkoku,7,10,26,2004,21,1,от 100 до 500 стр.
Ranma 1/2  Vol. 8,Rumiko Takahashi,4.15,eng,196.0,1473,22,1/7/2004,,Ranma ½ (US 2nd),8,1,7,2004,21,1,от 100 до 500 стр.
Maison Ikkoku  Volume 8,Rumiko Takahashi,4.23,eng,288.0,283,5,11/1/2004,Viz Media,Maison Ikkoku,8,11,1,2004,21,1,от 100 до 500 стр.
Afterglow: A Last Conversation With Pauline Kae,Francis Davis/Pauline Kael,3.69,eng,,128,15,8/21/2003,Da Capo Press,-,0,8,21,2003,21,2,
For Keeps: 30 Years at the Movie,Pauline Kael,4.48,eng,,373,18,9/1/1996,Plume,-,0,9,1,1996,20,1,
Hooked: Film Writings 1985-198,Pauline Kael,,eng,528.0,93,5,7/1/1990,Marion Boyars Publishers,-,0,7,1,1990,20,1,от 500 до 1000 стр.
Flirting With Danger,Suzanne Enoch,3.93,eng,384.0,3625,189,3/1/2005,Avon,Samantha Jellicoe,1,3,1,2005,21,1,от 100 до 500 стр.
Flirting with Dange,Linda Turner,,eng,253.0,6,2,12/1/1989,Silhouette Books,-,0,12,1,1989,20,1,от 100 до 500 стр.
Flirting With Dange,Kate Walker,3.0,eng,188.0,12,4,6/1/1996,Harlequin,-,0,6,1,1996,20,1,от 100 до 500 стр.
As Nature Made Him: The Boy Who Was Raised as a Gir,John Colapinto,3.97,eng,320.0,5456,619,2/20/2001,,-,0,2,20,2001,21,1,от 100 до 500 стр.
