Car Name,Year,Region,FuelType,Mileage,Price,Owners
Nissan Murano,2018,Kentron,Gasoline,71000,17900,1
Toyota Highlander,2013,Ajapnyak,Gasoline,180000,13000,1
Ford EcoSport,2018,Arabkir,Gasoline,55000,5500,2
Hyundai Accent,2008,Vanadzor,Gasoline,143000,14500,4
Nissan Rogue Sport,2017,Shengavit,Gasoline,65000,20000,6
Infiniti Q50,2018,Shengavit,Gasoline,140000,36000,1
Volkswagen ID.4,2022,Kentron,Electric,10,12000,5
Nissan Altima,2016,Nor Nork,Gasoline,92000,63000,5
Zeekr 001,2023,Kentron,Electric,10,3900,1
VAZ (Lada) Priora,2011,Ajapnyak,Gasoline,219000,7600,4
Nissan Altima,2007,Shengavit,Gasoline,145000,60000,6
Mercedes-Benz EQC,2022,On the way,Electric,10,10000,6
Opel Movano,2006,Kentron,Diesel,100000,17500,1
Kia Forte,2019,Nor Geghi,Gasoline,70500,17500,6
Nissan Rogue,2020,Artashat,Gasoline,41000,10300,6
Mazda 3 hatchback,2015,Abovian,Gasoline,164000,19400,6
Toyota Camry,2015,Kentron,Gasoline,125000,4200,3
Mitsubishi Colt wagon,2005,Kentron,Gasoline,180000,6900,1
Mitsubishi Pajero Pinin,2000,Shengavit,Gasoline,224500,16500,6
Nissan Rogue Sport,2017,Artashat,Gasoline,94000,7000,3
Mercedes-Benz E-Class,1996,Vanadzor,Gasoline,285000,14000,4
Hyundai Genesis Coupe coupe,2013,Abovian,Gasoline,81000,14500,3
Mazda 6,2016,Artashat,Gasoline,98000,45500,4
Mercedes-Benz E-Class,2019,Gyumri,Gasoline,100000,13300,2
Hyundai Elantra,2019,Kentron,Gasoline,75000,25000,1
Kia K5,2021,Kentron,Gasoline,49000,39000,6
BMW X5,2018,Kentron,Gasoline,64000,45000,3
Porsche Macan,2017,Kentron,Gasoline,90000,29000,4
Tesla Model 3,2019,Kentron,Electric,23000,45000,1
Mercedes-Benz S-Class AMG,2014,Ajapnyak,Gasoline,12356,8200,2
Chrysler Pacifica,2003,Malatia-Sebastia,Gasoline,200000,33000,5
Infiniti Q60 coupe,2017,Kentron,Gasoline,70000,95000,3
Mercedes-Benz G-Class AMG,2017,Ajapnyak,Gasoline,150000,1400,3
Opel Astra hatchback,1997,Charentsavan,Gasoline,340000,14200,3
Toyota Camry,2014,Ajapnyak,Gasoline,69000,4300,5
Opel Astra,1999,Arabkir,Gasoline,250000,2800,2
Volkswagen Jetta,2000,Charentsavan,Gasoline,250000,12500,4
BMW X5,2008,Malatia-Sebastia,Gasoline,220000,13800,3
BMW X5,2006,Charentsavan,Gasoline,170000,10000,4
VAZ (Lada) 21099,2000,Malatia-Sebastia,Gasoline,240000,29500,5
BMW 4 Series coupe,2018,Malatia-Sebastia,Gasoline,50000,19500,2
Nissan Rogue,2020,Kentron,Gasoline,89000,14500,3
Mazda 3,2020,Masis,Gasoline,30000,15500,2
BMW X5,2011,Kentron,Gasoline,347000,35000,3
Mazda CX-9,2020,Masis,Gasoline,36000,10800,5
Mercedes-Benz Vito,2005,Erebuni,Diesel,300000,5800,2
VAZ (Lada) Granta,2016,Erebuni,Gasoline,10000,4000,3
Skoda Octavia,2009,Shengavit,Gasoline,300241,5400,1
Opel Zafira,2004,Shengavit,Gasoline,240000,11000,5
Chevrolet Malibu,2017,Nor Nork,Gasoline,80000,18000,3
Jeep Compass,2019,Malatia-Sebastia,Gasoline,43000,20000,4
Toyota Camry,2018,Nor Nork,Gasoline,130000,3700,2
VAZ (Lada) 4x4,2008,Alaverdi,Gasoline,200,19500,4
Hyundai Elantra,2021,Avan,Gasoline,45000,5500,6
Nissan Tiida,2005,Kentron,Gasoline,200000,5000,1
VAZ (Lada) 2115,2007,Malatia-Sebastia,Gasoline,110000,8000,1
Suzuki SX4 hatchback,2009,Malatia-Sebastia,Gasoline,100000,13500,2
Ford Fusion (North America),2018,Musaler,Gasoline,104000,18000,1
Kia Optima,2019,Russia,Gasoline,45000,34500,6
Toyota Alphard,2015,Kentron,Gasoline,88000,43000,3
BMW X5,2018,Kentron,Gasoline,64000,12500,1
Mazda 6,2014,Shengavit,Gasoline,160000,8000,5
Opel Vectra,1994,Masis,Gasoline,369677,24500,1
Mercedes-Benz E-Class,2015,Kentron,Gasoline,80000,10200,3
Nissan Juke,2011,Arabkir,Gasoline,109000,8300,5
Mercedes-Benz C-Class,1998,Shengavit,Gasoline,145500,8200,5
Jeep Grand Cherokee,2003,Vanadzor,Gasoline,220000,850,3
Hyundai H1,1997,Shengavit,Diesel,25385,8000,4
Suzuki Kizashi,2010,Malatia-Sebastia,Gasoline,240000,4000,3
BMW X5,2000,Noyemberyan,Gasoline,100000,3600,1
Mercedes-Benz C-Class,1995,Noyemberyan,Gasoline,210000,14800,2
Jeep Compass,2018,Nor Nork,Gasoline,130000,11000,1
Infiniti FX35,2004,Kentron,Gasoline,62000,11000,1
Toyota Camry,2010,Echmiadzin,Gasoline,170000,8900,1
Chevrolet Volt hatchback,2011,Shengavit,Hybrid,150000,16000,2
Kia Optima,2019,Erebuni,Gasoline,57000,20200,6
Mazda 3,2021,Shengavit,Gasoline,24000,6800,4
Nissan Murano,2003,Erebuni,Gasoline,268000,19200,5
Honda Accord,2018,Arabkir,Gasoline,58000,19500,6
Mazda 3,2020,Erebuni,Gasoline,34000,12700,5
Chevrolet Malibu,2017,Ijevan,Gasoline,124000,7400,6
UAZ (УАЗ) Hunter,2013,Ijevan,Gasoline,90000,4000,3
Mitsubishi Pajero IO,1999,Aghavnatun,Gasoline,290044,13000,6
Chevrolet Volt hatchback,2017,Arabkir,Hybrid,88000,8300,4
Mazda 3,2013,Arabkir,Gasoline,97000,4900,2
Mercedes-Benz C-Class,2002,Arabkir,Gasoline,270000,5300,6
Mitsubishi Chariot,2001,Vanadzor,Gasoline,220000,4200,2
Mercedes-Benz A-Class hatchback,1998,Arabkir,Gasoline,240000,4800,3
Mercedes-Benz W124,1994,Gyumri,Gasoline,265000,7000,5
Mercedes-Benz E-Class,2000,Spitak,Gasoline,300000,28900,6
Mercedes-Benz G-Class,2002,Kanaker-Zeytun,Gasoline,280000,22500,3
Toyota C-HR,2021,Kentron,Gasoline,39000,7000,6
Nissan Altima,2009,Kentron,Gasoline,148000,5000,2
VAZ (Lada) 2121 Niva,2010,Arabkir,Gasoline,32000,5999,2
Toyota Camry,2002,Abovian,Gasoline,210000,42000,4
Lexus GX,2011,Shengavit,Gasoline,190000,11000,3
Ford Fusion (North America),2013,Kentron,Gasoline,182000,61000,2
Mercedes-Benz GLE-Class,2020,Kentron,Gasoline,46000,15300,4
Toyota Corolla,2015,Ashtarak,Gasoline,100000,13000,4
Hyundai Elantra,2017,Ajapnyak,Gasoline,80000,4500,6
Mercedes-Benz C-Class,1995,Echmiadzin,Gasoline,360000,3900,6
Mercedes-Benz C-Class,1994,Echmiadzin,Gasoline,420000,14000,5
Kia Forte,2019,Ajapnyak,Gasoline,55000,3800,4
Nissan Skyline,2001,Malatia-Sebastia,Gasoline,178000,12300,2
Suzuki Grand Vitara,2006,Ashtarak,Gasoline,172000,90000,5
BMW X6,2021,Kentron,Gasoline,16000,8900,4
Mercedes-Benz E-Class,2004,Arabkir,Gasoline,190000,18700,1
BMW 3 Series,2018,Nor Nork,Gasoline,106000,15200,1
Toyota Camry,2013,Nor Nork,Gasoline,145000,38000,4
Mercedes-Benz E-Class,2017,Avan,Gasoline,130000,11000,2
Mercedes-Benz S-Class,2004,Malatia-Sebastia,Gasoline,115000,5000,5
VAZ (Lada) 2110,2006,Echmiadzin,Gasoline,85000,7500,4
Toyota Corolla,2010,Malatia-Sebastia,Gasoline,170000,16500,6
Kia Forte,2020,Ijevan,Gasoline,25500,4300,4
Mercedes-Benz C-Class coupe,2001,Ashtarak,Gasoline,247000,4300,3
Opel Astra hatchback,1998,Nork-Marash,Gasoline,320000,33000,4
Tesla Model 3,2023,Kentron,Electric,6000,3000,2
Opel Vectra,1997,Armavir,Gasoline,190000,3800,2
Ford Mondeo,2001,Kentron,Gasoline,455000,7500,3
Mercedes-Benz C-Class,2006,Shengavit,Gasoline,202000,59500,2
Jeep Wrangler,2020,Abovian,Gasoline,62000,13900,5
BMW 3 Series coupe,2012,Arabkir,Gasoline,184000,17900,6
Chevrolet Equinox,2018,Arabkir,Gasoline,56000,15000,3
Nissan Kicks,2018,Vanadzor,Gasoline,40000,25000,1
Tesla Model S,2014,Malatia-Sebastia,Electric,120000,47000,3
Lexus GX,2017,Erebuni,Gasoline,57000,3500,1
Opel Astra wagon,1999,Davtashen,Gasoline,298500,5800,5
VAZ (Lada) 2121 Niva,2007,Ajapnyak,Gasoline,170000,7200,6
Mercedes-Benz C-Class,2005,Gyumri,Gasoline,271000,12500,1
Audi Q7,2006,Kentron,Gasoline,160000,11000,3
Jaguar XJ,1995,Nor Nork,Gasoline,83000,15000,6
Mercedes-Benz GLK-Class,2011,Malatia-Sebastia,Gasoline,260000,40000,6
Land Rover Range Rover,2013,Nor Nork,Gasoline,148000,8500,6
Chrysler 300C,2009,Gavar,Gasoline,142000,3700,3
Peugeot 206 hatchback,2001,Erebuni,Gasoline,180000,10700,1
Nissan Teana,2010,Shengavit,Gasoline,140000,11000,5
Toyota Corolla,2013,Shengavit,Gasoline,87000,10400,1
Toyota Camry,2007,Artashat,Gasoline,9600,21000,4
Hyundai Kona,2019,Shengavit,Gasoline,16000,30000,6
Chevrolet Camaro coupe,2018,Arinj,Gasoline,120000,5500,2
Opel Astra hatchback,2000,Malatia-Sebastia,Gasoline,230000,45000,2
Toyota Venza,2021,Kentron,Hybrid,55000,25000,1
Lexus NX,2017,Kanaker-Zeytun,Gasoline,58000,7200,1
Kia Forte,2011,Erebuni,Gasoline,112000,10000,2
VAZ (Lada) 2107,2007,Kanaker-Zeytun,Gasoline,69800,5500,3
Mercedes-Benz E-Class,2000,Nor Nork,Gasoline,350000,10900,2
Ford Fusion (North America),2014,Davtashen,Gasoline,160000,8000,4
Hyundai Sonata,2012,Arabkir,Gasoline,118000,11000,1
Honda Elysion,2006,Tashir,Gasoline,159000,9000,4
BMW 3 Series,2006,Tashir,Gasoline,185000,2800,1
VAZ (Lada) 2115,2006,Abovian,Gasoline,1000000,4000,2
Volkswagen Golf hatchback,1995,Vanadzor,Gasoline,197000,5900,3
Opel Astra wagon,2001,Shengavit,Gasoline,180000,6500,5
Peugeot 3008,2011,Ajapnyak,Gasoline,115000,23000,4
Mazda CX-5,2018,Kentron,Gasoline,38000,2700,3
VAZ (Lada) 2121 Niva,2010,Masis,Gasoline,180000,12200,4
Toyota Alphard,2005,Echmiadzin,Gasoline,107000,22500,2
Mercedes-Benz Sprinter,2015,Ararat,Diesel,255500,3400,5
Opel Astra hatchback,2000,Abovian,Gasoline,250000,14000,2
Mercedes-Benz S-Class,2008,Avan,Gasoline,203000,13900,1
Lexus RX,2007,Kentron,Gasoline,155000,10550,2
Hyundai Elantra,2013,Artashat,Gasoline,103000,6700,1
Opel Zafira,1999,Shengavit,Gasoline,240000,17500,4
Mazda 6,2018,Nor Nork,Gasoline,52500,8700,5
BMW X5,2001,Ajapnyak,Gasoline,220000,2700,3
VAZ (Lada) 2107,1989,Artashat,Gasoline,81003,7500,5
Hyundai Sonata,2010,Arabkir,Gasoline,220000,7500,1
Kia Forte,2010,Arabkir,Gasoline,190000,6500,3
Suzuki SX4,2008,Kanaker-Zeytun,Gasoline,141000,2600,1
VAZ (Lada) 2111 wagon,2002,Ajapnyak,Gasoline,150000,10300,5
Nissan Juke,2012,Shengavit,Gasoline,140000,9900,1
UAZ (УАЗ) Patriot,2006,Artashat,Gasoline,50000,7300,5
Volkswagen Tiguan,2008,Kanaker-Zeytun,Gasoline,190000,4000,4
Mazda Demio hatchback,2003,Nor Nork,Gasoline,160000,4000,1
Volkswagen Vento,1996,Ararat,Gasoline,400000,16700,3
Kia Sportage,2020,Kentron,Gasoline,54000,14000,1
Opel Astra hatchback,1999,Kanaker-Zeytun,Gasoline,299000,4600,2
Alfa Romeo 147 hatchback,2003,Pokr Vedi,Gasoline,130000,6300,3
Chevrolet Aveo,2012,Malatia-Sebastia,Gasoline,180000,3600,3
Mercedes-Benz C-Class,2002,Hrazdan,Gasoline,200000,19000,3
Mazda 6,2019,Shengavit,Gasoline,24000,12300,5
Hyundai Tucson,2012,Shengavit,Gasoline,120000,4500,3
Opel Astra,1998,Ayntap,Gasoline,390061,12700,2
Mercedes-Benz A-Class hatchback,2013,Kentron,Gasoline,170000,15800,2
Mercedes-Benz S-Class,2010,Kentron,Gasoline,195000,6500,4
Ford Transit,1999,Kanaker-Zeytun,Diesel,360000,9800,5
Mazda CX-7,2008,Shengavit,Gasoline,124000,63000,5
Genesis GV70,2023,Arabkir,Gasoline,2800,17500,4
Jeep Compass,2020,Armavir,Gasoline,84000,7000,1
Chrysler 300C,2009,Malatia-Sebastia,Gasoline,180000,13500,1
Mercedes-Benz S-Class,2000,Ajapnyak,Gasoline,190000,10700,6
Volkswagen Jetta,2017,Gyumri,Gasoline,65000,13500,1
Mercedes-Benz S-Class,2007,Gyumri,Gasoline,210000,4300,1
Opel Vectra,2001,Shengavit,Gasoline,251000,9500,4
Subaru Forester,2011,Ajapnyak,Gasoline,200000,44000,4
Mercedes-Benz V-Class,2014,Kentron,Diesel,124000,29000,6
Lexus GX,2010,Kentron,Gasoline,207000,25000,1
Mercedes-Benz E-Class,2014,Arabkir,Gasoline,186000,15100,5
Hyundai Veloster hatchback,2019,Arabkir,Gasoline,64000,7200,4
Subaru Legacy,2007,Nor Nork,Gasoline,160000,7900,6
Mercedes-Benz E-Class,2000,Erebuni,Gasoline,213000,25000,4
Dodge Challenger coupe,2019,Russia,Gasoline,28000,28300,5
Kia K5,2021,Kentron,Gasoline,25000,30000,6
Volkswagen ID.4,2022,Shengavit,Electric,2000,14200,5
Nissan Rogue,2016,Hrazdan,Gasoline,83000,69000,1
Lexus GX460,2021,Arabkir,Gasoline,42000,22500,5
Honda Accord,2019,Abovian,Gasoline,50000,22500,4
Toyota Camry,2016,Abovian,Gasoline,161000,26000,5
Honda e:NS1,2023,Shengavit,Electric,30,18200,6
Mazda 3,2019,Malatia-Sebastia,Gasoline,69000,6000,5
Opel Zafira,2001,Vanadzor,Gasoline,425000,30000,3
Mercedes-Benz CLS-Class,2014,Artashat,Gasoline,130000,14000,5
BMW X5,2005,Gyumri,Gasoline,410000,21500,4
Lexus ES,2014,Kentron,Gasoline,150000,20500,6
Toyota Camry,2014,Malatia-Sebastia,Gasoline,155000,45000,6
BMW 5 Series,2017,Malatia-Sebastia,Gasoline,78000,5700,5
Mercedes-Benz E-Class,1996,Erebuni,Gasoline,329000,35000,6
BMW 6 Series,2018,Malatia-Sebastia,Gasoline,65000,13800,1
Kia Sportage,2019,Arabkir,Gasoline,98000,10500,3
BMW X5,2004,Artashat,Gasoline,234000,2800,1
Renault Logan,2012,Shengavit,Gasoline,300000,75000,4
Mercedes-Benz GLE-Class coupe,2019,Armavir,Gasoline,43000,44000,2
Opel Vectra,1998,Ashtarak,Gasoline,269000,4400,1
Opel Astra hatchback,2001,Arabkir,Gasoline,232000,13000,1
BMW X5,2006,Vanadzor,Gasoline,195348,27300,4
Mazda CX-9,2017,Vanadzor,Gasoline,70000,4700,6
UAZ (УАЗ) 31514,1981,Dilijan,Gasoline,60000,17500,2
Ford Fusion (North America),2020,Kanaker-Zeytun,Gasoline,42000,5300,1
Mercedes-Benz E-Class,1997,Nor Nork,Gasoline,290000,8700,4
Kia Forte coupe,2011,Nor Nork,Gasoline,200000,13000,2
Mercedes-Benz C-Class,2011,Stepanavan,Gasoline,300000,16400,5
Nissan Rogue,2018,Shengavit,Gasoline,96000,3000,5
VAZ (Lada) 4x4,2007,Echmiadzin,Gasoline,156000,11200,2
VAZ (Lada) Niva,2022,Dilijan,Gasoline,15000,7800,5
UAZ (УАЗ) Hunter,2014,Dilijan,Gasoline,100000,25500,5
Honda e:NS1,2023,Ptghni,Electric,30,13500,1
BMW X5,2007,Erebuni,Gasoline,270000,3500,5
Opel Astra hatchback,2001,Erebuni,Gasoline,300000,75000,6
Mercedes-Benz G-Class AMG,2014,Arabkir,Gasoline,90000,27000,6
Toyota Camry,2020,Hrazdan,Gasoline,30000,25000,3
Toyota RAV4,2017,Ashtarak,Gasoline,85000,7900,5
BMW X3,2008,Hrazdan,Gasoline,119000,18200,6
Acura ILX,2019,Nork-Marash,Gasoline,27000,11000,2
Chevrolet Malibu,2018,Avan,Gasoline,109000,13800,6
Mazda 6,2016,Zovuni,Gasoline,112000,12700,2
Kia Optima,2019,Nork-Marash,Gasoline,110000,8990,3
Chevrolet Volt,2015,Avan,Hybrid,43000,40000,4
Jeep Grand Cherokee,2021,Kentron,Gasoline,21000,8000,6
Ford Transit,2007,Martuni,Diesel,247000,2000,4
VAZ (Lada) 2110,2001,Charentsavan,Gasoline,12467,6000,2
BMW 5 Series,1996,Armavir,Gasoline,180000,19200,3
Toyota Corolla,2020,Kentron,Gasoline,47000,34000,4
Tesla Model Y,2021,Arabkir,Electric,50000,2500,3
VAZ (Lada) 2113 hatchback,2007,Alaverdi,Gasoline,250000,3300,3
Opel Astra coupe,1998,Vanadzor,Gasoline,300000,3700,1
BMW 5 Series,1999,Abovian,Gasoline,327800,10200,4
Toyota Corolla,2011,Nor Nork,Gasoline,143000,85000,3
Mercedes-Benz EQS SUV,2023,On the way,Electric,15566,42000,5
Peugeot Pars,2008,Artashat,Gasoline,240000,13000,4
Mazda 6,2014,Kentron,Gasoline,220000,5200,2
Mercedes-Benz C-Class,1997,Avan,Gasoline,277000,1100,1
Hyundai i10 hatchback,2012,Mrgashen,Gasoline,190000,12100,1
Ford Fusion,2013,Ajapnyak,Gasoline,190000,8300,4
Mazda 3,2010,Nor Nork,Gasoline,118000,10500,4
Kia Sorento,2010,Avan,Gasoline,120000,9000,6
Toyota Ipsum,2007,Malatia-Sebastia,Gasoline,210000,8000,1
Mercedes-Benz B-Class hatchback,2009,Malatia-Sebastia,Gasoline,76000,41000,5
Lexus ES,2022,Kentron,Gasoline,29000,4000,5
Opel Vectra,1998,Masis,Gasoline,311111,9000,5
Chevrolet Volt hatchback,2013,Malatia-Sebastia,Hybrid,161819,10800,2
Ford Fusion (North America),2018,On the way,Gasoline,67000,19000,2
Infiniti Q50,2017,Kentron,Gasoline,55000,14100,2
Nissan Rogue,2019,Ajapnyak,Gasoline,75000,9500,5
Kia K5,2013,Yeghvard,Gasoline,253000,3000,2
BMW 5 Series,1994,Malatia-Sebastia,Gasoline,252000,23300,1
Mazda CX-30,2022,Kentron,Gasoline,3000,21000,6
Mercedes-Benz S-Class,2010,Gyumri,Gasoline,17492,3500,2
Mercedes-Benz C-Class,1995,Gyumri,Gasoline,400000,9300,2
Hyundai Elantra,2012,Arabkir,Gasoline,124000,2000,4
Opel Vectra,1998,Garni,Gasoline,123450,2000,6
Mercedes-Benz Sprinter,1999,Davtashen,Diesel,200000,6500,2
Mercedes-Benz S-Class,2000,Sevan,Gasoline,300000,12800,1
Dodge Journey,2018,Arabkir,Gasoline,120000,4500,1
Geely GC6,2014,Spitak,Gasoline,184000,10000,1
Mercedes-Benz E-Class,2000,Ajapnyak,Gasoline,270000,4000,4
VAZ (Lada) 2107,2011,Vanadzor,Gasoline,53200,5000,3
Nissan Skyline,2004,Arabkir,Gasoline,160000,25800,4
Honda e:NS1,2023,Shengavit,Electric,1000,30000,1
Volkswagen ID.4,2022,Arabkir,Electric,2000,26900,4
Toyota Camry,2018,Davtashen,Gasoline,24000,11200,5
Chevrolet Cruze,2017,Kentron,Gasoline,130000,6800,1
Nissan Bluebird Sylphy,2006,Ajapnyak,Gasoline,148000,14500,3
Mercedes-Benz C-Class,2012,Arabkir,Gasoline,128000,10000,1
Volkswagen Passat,2011,Echmiadzin,Gasoline,201000,6300,6
Mercedes-Benz C-Class,1998,Vanadzor,Gasoline,262000,8000,6
Mitsubishi Grandis,2003,Ajapnyak,Gasoline,270000,7400,6
Citroen Berlingo,2013,Arabkir,Gasoline,300000,8500,4
Mercedes-Benz E-Class,2002,Martuni,Gasoline,180000,8200,4
Ford Focus,2016,Echmiadzin,Gasoline,130000,7000,2
Opel Zafira,2002,Vanadzor,Gasoline,200000,12200,6
Hyundai Elantra,2019,Kentron,Gasoline,80000,14500,2
Hyundai Sonata,2017,Nor Nork,Gasoline,110000,7300,5
Chevrolet Volt,2012,Ajapnyak,Hybrid,165000,22200,5
Hyundai Santa Fe,2018,Nor Nork,Gasoline,94000,43000,4
Mercedes-Benz E-Class,2019,Nor Nork,Gasoline,90000,7500,1
BMW 3 Series,2004,Kanaker-Zeytun,Gasoline,115000,3300,6
Audi A4,1996,Kentron,Gasoline,250000,4000,2
Opel Astra hatchback,1998,Shengavit,Gasoline,311000,28000,5
Mercedes-Benz Sprinter,2008,Nor Nork,Diesel,150000,6300,6
Dodge Caliber hatchback,2007,Ajapnyak,Gasoline,126000,3200,1
Mercedes-Benz C-Class,1997,Kentron,Gasoline,300000,26500,4
Kia K5,2022,Musaler,Gasoline,28500,3300,4
VAZ (Lada) 2114 hatchback,2008,Vanadzor,Gasoline,250000,6200,1
Opel Zafira,1999,Kentron,Gasoline,284000,4200,4
Opel Astra,1999,Avan,Gasoline,220000,2600,2
Mitsubishi Carisma,1999,Balahovit,Gasoline,321000,7600,2
Ford Focus,2011,Kentron,Gasoline,149000,23000,1
Tesla Model S,2014,Abovian,Electric,138000,22000,1
Lexus ES,2014,Kentron,Gasoline,104600,10500,5
Honda CR-V,2007,Kentron,Gasoline,200000,14500,1
Land Rover Range Rover Sport,2007,Abovian,Gasoline,150000,10000,1
Toyota Sienna,2016,Nork-Marash,Gasoline,250000,12000,1
Ford Transit,2003,Erebuni,Diesel,230000,21000,1
Jeep Compass,2018,Martuni,Gasoline,130000,4700,6
Mercedes-Benz E-Class,1997,Goght,Gasoline,190000,6200,6
Mercedes-Benz C-Class,2004,Ajapnyak,Gasoline,230000,6000,5
Nissan Maxima,2004,Kentron,Gasoline,240000,2000,4
VAZ (Lada) 2104 wagon,1991,Shengavit,Gasoline,12345,22000,5
BMW 5 Series,2016,Kasagh,Gasoline,110000,15000,3
Dodge Journey,2018,Arabkir,Gasoline,50000,12000,1
Toyota Vitz hatchback,2002,Avan,Gasoline,229000,5500,1
Nissan Note hatchback,2007,Kentron,Gasoline,175000,8000,3
Nissan X-Trail,2007,Kentron,Gasoline,220000,40000,3
Toyota Camry,2022,Ajapnyak,Gasoline,21000,17900,2
Cadillac ELR coupe,2015,Shengavit,Hybrid,79000,8200,3
BMW 3 Series,2007,Vanadzor,Gasoline,300000,23700,4
Hyundai Tucson,2021,Shengavit,Gasoline,24950,16500,1
Cadillac ELR coupe,2015,Shengavit,Hybrid,159000,12500,3
Toyota Camry,2012,Avan,Gasoline,160000,12000,1
Opel Omega,1997,Armavir,Gasoline,390000,17900,2
Chevrolet Volt hatchback,2013,Shengavit,Hybrid,79100,10500,5
Toyota Corolla,2009,Avan,Gasoline,150000,26000,2
Honda Civic,2023,Kanaker-Zeytun,Gasoline,2900,6900,4
Nissan Tiida,2008,Erebuni,Gasoline,140000,6500,1
BMW 3 Series coupe,2007,Nor Nork,Gasoline,160000,5300,1
Opel Zafira,1999,Malatia-Sebastia,Gasoline,279090,6000,2
BMW 3 Series,2000,Gyumri,Gasoline,210000,2000,1
Land Rover Range Rover Sport,2024,Germany,Gasoline,10,11000,3
Toyota Camry,2011,Artashat,Gasoline,187200,48000,2
BMW 4 Series coupe,2021,On the way,Gasoline,32000,30000,1
Volkswagen Tiguan,2020,Arabkir,Gasoline,67000,20000,3
Toyota RAV4,2004,Ararat,Gasoline,163000,55000,5
Land Rover Range Rover Sport,2014,Kentron,Gasoline,150000,3000,6
Volkswagen Caddy,1998,Kanaker-Zeytun,Diesel,628000,17500,1
Nissan Rogue,2020,Kentron,Gasoline,82000,26500,6
Nissan Murano,2021,Kentron,Gasoline,47000,13000,3
Kia Optima,2018,Shengavit,Gasoline,77250,11900,3
Nissan Sentra,2019,Kentron,Gasoline,85000,6600,3
BMW 3 Series,2001,Kentron,Gasoline,170000,9000,5
Mercedes-Benz E-Class,2004,Oshakan,Gasoline,255000,19000,3
Mazda CX-5,2017,Avan,Gasoline,50000,10500,3
Mercedes-Benz C-Class,2008,Nor Hachen,Gasoline,280000,7500,1
Mercedes-Benz CLK-Class coupe,2003,Nor Hachen,Gasoline,180000,4200,6
Toyota Vitz hatchback,2003,Arabkir,Gasoline,190000,6700,1
Nissan Tiida,2009,Echmiadzin,Gasoline,104050,4500,1
VAZ (Lada) Priora,2011,Echmiadzin,Gasoline,650000,7000,6
VAZ (Lada) Priora hatchback,2011,Echmiadzin,Gasoline,56000,11500,1
Nissan Sentra,2018,Kentron,Gasoline,22000,34000,1
Honda Accord,2021,Masis,Gasoline,2453,5100,4
VAZ (Lada) Priora,2016,Echmiadzin,Gasoline,42000,2000,5
Opel Zafira,2001,Vanadzor,Gasoline,400000,20500,4
Mazda 3,2021,Ashtarak,Gasoline,14000,40000,2
Lexus LX,2011,Arabkir,Gasoline,185000,6500,4
Nissan Murano,2004,Arabkir,Gasoline,165000,16000,1
Jeep Compass,2017,Kentron,Gasoline,90000,190000,4
Mercedes-Benz G-Class AMG,2020,Ajapnyak,Gasoline,50000,27000,5
Toyota Camry,2019,Gyumri,Gasoline,95000,350000,1
Lexus LX,2023,Ajapnyak,Gasoline,8000,9000,1
Ford Fiesta,2018,Gyumri,Gasoline,38000,9800,4
Nissan Elgrand,2005,Masis,Gasoline,230000,16800,6
Jeep Renegade,2017,Masis,Gasoline,35000,3500,1
Mercedes-Benz E-Class,1996,Arabkir,Gasoline,330000,5300,6
Nissan Teana,2005,Masis,Gasoline,181000,3500,2
Mercedes-Benz E-Class,1996,Kentron,Gasoline,330000,11000,6
VAZ (Lada) 2121 Niva,1990,Echmiadzin,Gasoline,9800,2000,4
Opel Astra convertible,1994,Gyumri,Diesel,560000,2000,2
Opel Astra hatchback,1991,Gyumri,Gasoline,430000,2000,1
Porsche Cayenne,2011,Malatia-Sebastia,Hybrid,230000,7300,2
BMW 3 Series,2008,Malatia-Sebastia,Gasoline,300000,13200,3
Mercedes-Benz CLS-Class,2005,Malatia-Sebastia,Gasoline,124000,23300,6
Mazda CX-5,2019,Echmiadzin,Gasoline,21000,27500,4
Lexus GX,2006,Malatia-Sebastia,Gasoline,186000,2500,6
VAZ (Lada) 2114 hatchback,2012,Nor Nork,Gasoline,217000,34000,2
Mazda CX-5,2020,Masis,Gasoline,80000,14000,6
Volkswagen Passat,2017,Erebuni,Gasoline,130000,18400,6
Mazda 6,2020,Erebuni,Gasoline,122000,18000,4
Chevrolet Camaro coupe,2010,Kanaker-Zeytun,Gasoline,120000,10700,2
Ford Focus,2018,Kentron,Gasoline,60000,12000,5
Opel Vectra,1996,Garni,Gasoline,220000,6700,3
Mercedes-Benz E-Class,1999,Armavir,Gasoline,237300,11900,2
Chevrolet Malibu,2016,Arabkir,Gasoline,86000,10800,4
Nissan Sentra,2018,Kentron,Gasoline,66000,3500,1
Opel Astra wagon,2001,Erebuni,Gasoline,282000,14500,2
VAZ (Lada) Niva Legend,2023,Ajapnyak,Gasoline,4000,10500,4
Chevrolet Cruze hatchback,2018,Kanaker-Zeytun,Gasoline,140000,12600,3
Lexus RX,2004,Echmiadzin,Gasoline,210000,4000,1
Mercedes-Benz W124,1997,Dilijan,Gasoline,230000,19200,3
Hyundai Kona,2019,Arabkir,Gasoline,32000,14900,2
Mitsubishi Outlander,2015,Arabkir,Gasoline,155000,4800,5
Opel Astra hatchback,2000,Hrazdan,Gasoline,348000,20400,1
Mazda CX-5,2017,Arabkir,Gasoline,77000,13500,3
Hyundai Accent,2017,Kentron,Gasoline,105000,9850,1
